#Distance(A)    Macroscopic-Average    Planar-Average
  6.8241            -0.00764            -0.01205
  6.8867            -0.00759            -0.01317
  6.9493            -0.00753            -0.01433
  7.0119            -0.00747            -0.01550
  7.0745            -0.00741            -0.01668
  7.1371            -0.00737            -0.01785
  7.1997            -0.00733            -0.01897
  7.2623            -0.00730            -0.02002
  7.3249            -0.00729            -0.02095
  7.3875            -0.00730            -0.02172
  7.4502            -0.00732            -0.02227
  7.5128            -0.00734            -0.02253
  7.5754            -0.00738            -0.02242
  7.6380            -0.00742            -0.02185
  7.7006            -0.00746            -0.02074
  7.7632            -0.00750            -0.01903
  7.8258            -0.00752            -0.01667
  7.8884            -0.00753            -0.01369
  7.9510            -0.00752            -0.01026
  8.0136            -0.00749            -0.00681
  8.0762            -0.00745            -0.00389
  8.1388            -0.00739            -0.00208
  8.2014            -0.00733            -0.00172
  8.2640            -0.00728            -0.00273
  8.3266            -0.00722            -0.00464
  8.3893            -0.00718            -0.00665
  8.4519            -0.00712            -0.00798
  8.5145            -0.00705            -0.00812
  8.5771            -0.00696            -0.00697
  8.6397            -0.00683            -0.00486
  8.7023            -0.00667            -0.00236
  8.7649            -0.00647             0.00000
  8.8275            -0.00623             0.00185
  8.8901            -0.00596             0.00305
  8.9527            -0.00567             0.00363
  9.0153            -0.00534             0.00371
  9.0779            -0.00500             0.00341
  9.1405            -0.00465             0.00281
  9.2031            -0.00429             0.00202
  9.2657            -0.00392             0.00109
  9.3283            -0.00356             0.00011
  9.3910            -0.00320            -0.00088
  9.4536            -0.00285            -0.00183
  9.5162            -0.00252            -0.00267
  9.5788            -0.00220            -0.00333
  9.6414            -0.00191            -0.00375
  9.7040            -0.00165            -0.00390
  9.7666            -0.00141            -0.00374
  9.8292            -0.00120            -0.00326
  9.8918            -0.00102            -0.00249
  9.9544            -0.00087            -0.00153
 10.0170            -0.00076            -0.00059
 10.0796            -0.00068             0.00013
 10.1422            -0.00064             0.00042
 10.2048            -0.00061             0.00020
 10.2674            -0.00058            -0.00044
 10.3300            -0.00055            -0.00128
 10.3927            -0.00049            -0.00199
 10.4553            -0.00040            -0.00230
 10.5179            -0.00029            -0.00204
 10.5805            -0.00016            -0.00120
 10.6431            -0.00004             0.00007
 10.7057             0.00007             0.00156
 10.7683             0.00017             0.00306
 10.8309             0.00023             0.00439
 10.8935             0.00028             0.00546
 10.9561             0.00030             0.00620
 11.0187             0.00031             0.00660
 11.0813             0.00029             0.00665
 11.1439             0.00027             0.00635
 11.2065             0.00023             0.00573
 11.2691             0.00018             0.00483
 11.3317             0.00013             0.00369
 11.3944             0.00007             0.00235
 11.4570             0.00002             0.00086
 11.5196            -0.00003            -0.00067
 11.5822            -0.00007            -0.00217
 11.6448            -0.00011            -0.00351
 11.7074            -0.00013            -0.00457
 11.7700            -0.00014            -0.00523
 11.8326            -0.00015            -0.00540
 11.8952            -0.00014            -0.00502
 11.9578            -0.00013            -0.00416
 12.0204            -0.00011            -0.00299
 12.0830            -0.00010            -0.00176
 12.1456            -0.00008            -0.00075
 12.2082            -0.00008            -0.00019
 12.2708            -0.00007            -0.00012
 12.3335            -0.00007            -0.00043
 12.3961            -0.00006            -0.00083
 12.4587            -0.00004            -0.00102
 12.5213            -0.00002            -0.00076
 12.5839             0.00001             0.00002
 12.6465             0.00004             0.00118
 12.7091             0.00007             0.00248
 12.7717             0.00009             0.00364
 12.8343             0.00011             0.00444
 12.8969             0.00012             0.00474
 12.9595             0.00012             0.00454
 13.0221             0.00012             0.00388
 13.0847             0.00010             0.00288
 13.1473             0.00008             0.00166
 13.2099             0.00005             0.00032
 13.2725             0.00002            -0.00102
 13.3352            -0.00002            -0.00229
 13.3978            -0.00007            -0.00342
 13.4604            -0.00011            -0.00435
 13.5230            -0.00015            -0.00503
 13.5856            -0.00019            -0.00545
 13.6482            -0.00022            -0.00556
 13.7108            -0.00024            -0.00535
 13.7734            -0.00025            -0.00481
 13.8360            -0.00024            -0.00396
 13.8986            -0.00022            -0.00286
 13.9612            -0.00019            -0.00164
 14.0238            -0.00015            -0.00048
 14.0864            -0.00011             0.00042
 14.1490            -0.00008             0.00090
 14.2116            -0.00006             0.00091
 14.2742            -0.00006             0.00050
 14.3369            -0.00006            -0.00013
 14.3995            -0.00006            -0.00072
 14.4621            -0.00005            -0.00102
 14.5247            -0.00003            -0.00087
 14.5873            -0.00000            -0.00024
 14.6499             0.00003             0.00077
 14.7125             0.00007             0.00199
 14.7751             0.00010             0.00322
 14.8377             0.00012             0.00431
 14.9003             0.00012             0.00513
 14.9629             0.00011             0.00564
 15.0255             0.00008             0.00580
 15.0881             0.00005             0.00564
 15.1507             0.00002             0.00518
 15.2133            -0.00002             0.00444
 15.2759            -0.00006             0.00346
 15.3386            -0.00009             0.00228
 15.4012            -0.00012             0.00096
 15.4638            -0.00014            -0.00045
 15.5264            -0.00016            -0.00184
 15.5890            -0.00017            -0.00311
 15.6516            -0.00017            -0.00416
 15.7142            -0.00016            -0.00485
 15.7768            -0.00014            -0.00508
 15.8394            -0.00011            -0.00479
 15.9020            -0.00008            -0.00401
 15.9646            -0.00005            -0.00288
 16.0272            -0.00002            -0.00163
 16.0898            -0.00000            -0.00054
 16.1524             0.00001             0.00016
 16.2150             0.00000             0.00036
 16.2777            -0.00001             0.00015
 16.3403            -0.00003            -0.00024
 16.4029            -0.00004            -0.00049
 16.4655            -0.00004            -0.00038
 16.5281            -0.00003             0.00022
 16.5907            -0.00001             0.00122
 16.6533             0.00002             0.00242
 16.7159             0.00005             0.00354
 16.7785             0.00008             0.00435
 16.8411             0.00011             0.00471
 16.9037             0.00012             0.00459
 16.9663             0.00013             0.00401
 17.0289             0.00013             0.00307
 17.0915             0.00012             0.00189
 17.1541             0.00010             0.00057
 17.2167             0.00007            -0.00078
 17.2794             0.00004            -0.00207
 17.3420             0.00001            -0.00322
 17.4046            -0.00003            -0.00419
 17.4672            -0.00007            -0.00492
 17.5298            -0.00011            -0.00539
 17.5924            -0.00014            -0.00557
 17.6550            -0.00016            -0.00543
 17.7176            -0.00018            -0.00497
 17.7802            -0.00017            -0.00418
 17.8428            -0.00016            -0.00314
 17.9054            -0.00013            -0.00195
 17.9680            -0.00009            -0.00077
 18.0306            -0.00006             0.00021
 18.0932            -0.00003             0.00081
 18.1558            -0.00001             0.00095
 18.2184            -0.00001             0.00066
 18.2811            -0.00002             0.00009
 18.3437            -0.00003            -0.00051
 18.4063            -0.00003            -0.00089
 18.4689            -0.00002            -0.00086
 18.5315             0.00000            -0.00037
 18.5941             0.00004             0.00053
 18.6567             0.00007             0.00167
 18.7193             0.00010             0.00288
 18.7819             0.00012             0.00397
 18.8445             0.00012             0.00482
 18.9071             0.00011             0.00536
 18.9697             0.00009             0.00558
 19.0323             0.00006             0.00548
 19.0949             0.00002             0.00508
 19.1575            -0.00001             0.00441
 19.2201            -0.00005             0.00350
 19.2828            -0.00008             0.00238
 19.3454            -0.00011             0.00112
 19.4080            -0.00014            -0.00024
 19.4706            -0.00016            -0.00159
 19.5332            -0.00016            -0.00284
 19.5958            -0.00016            -0.00388
 19.6584            -0.00016            -0.00460
 19.7210            -0.00014            -0.00488
 19.7836            -0.00011            -0.00467
 19.8462            -0.00008            -0.00397
 19.9088            -0.00005            -0.00290
 19.9714            -0.00002            -0.00169
 20.0340             0.00001            -0.00059
 20.0966             0.00002             0.00015
 20.1592             0.00001             0.00042
 20.2218             0.00000             0.00026
 20.2845            -0.00002            -0.00012
 20.3471            -0.00003            -0.00041
 20.4097            -0.00004            -0.00035
 20.4723            -0.00003             0.00017
 20.5349            -0.00001             0.00112
 20.5975             0.00002             0.00229
 20.6601             0.00005             0.00342
 20.7227             0.00008             0.00428
 20.7853             0.00011             0.00470
 20.8479             0.00013             0.00464
 20.9105             0.00014             0.00411
 20.9731             0.00014             0.00322
 21.0357             0.00013             0.00207
 21.0983             0.00012             0.00077
 21.1609             0.00010            -0.00056
 21.2236             0.00007            -0.00186
 21.2862             0.00003            -0.00302
 21.3488            -0.00000            -0.00401
 21.4114            -0.00004            -0.00478
 21.4740            -0.00008            -0.00528
 21.5366            -0.00011            -0.00550
 21.5992            -0.00014            -0.00542
 21.6618            -0.00015            -0.00501
 21.7244            -0.00015            -0.00428
 21.7870            -0.00014            -0.00329
 21.8496            -0.00011            -0.00212
 21.9122            -0.00008            -0.00095
 21.9748            -0.00004             0.00005
 22.0374            -0.00002             0.00070
 22.1000            -0.00000             0.00090
 22.1626             0.00000             0.00066
 22.2253            -0.00001             0.00013
 22.2879            -0.00002            -0.00047
 22.3505            -0.00002            -0.00088
 22.4131            -0.00001            -0.00091
 22.4757             0.00001            -0.00048
 22.5383             0.00004             0.00036
 22.6009             0.00007             0.00147
 22.6635             0.00010             0.00267
 22.7261             0.00012             0.00377
 22.7887             0.00013             0.00465
 22.8513             0.00012             0.00524
 22.9139             0.00010             0.00550
 22.9765             0.00007             0.00545
 23.0391             0.00004             0.00509
 23.1017            -0.00000             0.00447
 23.1643            -0.00004             0.00360
 23.2270            -0.00007             0.00253
 23.2896            -0.00010             0.00130
 23.3522            -0.00013            -0.00003
 23.4148            -0.00015            -0.00136
 23.4774            -0.00016            -0.00262
 23.5400            -0.00016            -0.00367
 23.6026            -0.00015            -0.00443
 23.6652            -0.00014            -0.00477
 23.7278            -0.00011            -0.00462
 23.7904            -0.00008            -0.00399
 23.8530            -0.00005            -0.00298
 23.9156            -0.00002            -0.00180
 23.9782             0.00001            -0.00070
 24.0408             0.00002             0.00008
 24.1034             0.00002             0.00040
 24.1660             0.00001             0.00028
 24.2287            -0.00001            -0.00008
 24.2913            -0.00003            -0.00039
 24.3539            -0.00003            -0.00039
 24.4165            -0.00003             0.00008
 24.4791            -0.00001             0.00098
 24.5417             0.00002             0.00214
 24.6043             0.00005             0.00330
 24.6669             0.00008             0.00420
 24.7295             0.00011             0.00469
 24.7921             0.00013             0.00469
 24.8547             0.00014             0.00422
 24.9173             0.00014             0.00337
 24.9799             0.00014             0.00225
 25.0425             0.00012             0.00097
 25.1051             0.00010            -0.00037
 25.1678             0.00007            -0.00166
 25.2304             0.00004            -0.00285
 25.2930             0.00000            -0.00386
 25.3556            -0.00003            -0.00465
 25.4182            -0.00007            -0.00519
 25.4808            -0.00010            -0.00546
 25.5434            -0.00013            -0.00542
 25.6060            -0.00014            -0.00506
 25.6686            -0.00015            -0.00439
 25.7312            -0.00014            -0.00344
 25.7938            -0.00011            -0.00230
 25.8564            -0.00008            -0.00113
 25.9190            -0.00005            -0.00010
 25.9816            -0.00002             0.00059
 26.0442            -0.00000             0.00086
 26.1068             0.00000             0.00067
 26.1695            -0.00001             0.00018
 26.2321            -0.00001            -0.00042
 26.2947            -0.00002            -0.00087
 26.3573            -0.00001            -0.00095
 26.4199             0.00001            -0.00059
 26.4825             0.00003             0.00020
 26.5451             0.00007             0.00128
 26.6077             0.00010             0.00246
 26.6703             0.00012             0.00358
 26.7329             0.00012             0.00449
 26.7955             0.00012             0.00512
 26.8581             0.00010             0.00542
 26.9207             0.00007             0.00542
 26.9833             0.00004             0.00511
 27.0459            -0.00000             0.00453
 27.1085            -0.00004             0.00371
 27.1712            -0.00007             0.00267
 27.2338            -0.00011             0.00147
 27.2964            -0.00013             0.00017
 27.3590            -0.00015            -0.00116
 27.4216            -0.00016            -0.00242
 27.4842            -0.00017            -0.00350
 27.5468            -0.00016            -0.00430
 27.6094            -0.00015            -0.00470
 27.6720            -0.00012            -0.00463
 27.7346            -0.00009            -0.00407
 27.7972            -0.00006            -0.00311
 27.8598            -0.00003            -0.00194
 27.9224            -0.00000            -0.00081
 27.9850             0.00001             0.00002
 28.0476             0.00002             0.00041
 28.1102             0.00001             0.00035
 28.1729            -0.00000             0.00001
 28.2355            -0.00001            -0.00033
 28.2981            -0.00002            -0.00039
 28.3607            -0.00001            -0.00001
 28.4233             0.00000             0.00082
 28.4859             0.00003             0.00194
 28.5485             0.00006             0.00311
 28.6111             0.00009             0.00406
 28.6737             0.00012             0.00461
 28.7363             0.00015             0.00468
 28.7989             0.00016             0.00428
 28.8615             0.00016             0.00348
 28.9241             0.00016             0.00240
 28.9867             0.00015             0.00114
 29.0493             0.00013            -0.00018
 29.1120             0.00010            -0.00148
 29.1746             0.00007            -0.00268
 29.2372             0.00004            -0.00371
 29.2998            -0.00000            -0.00454
 29.3624            -0.00004            -0.00511
 29.4250            -0.00007            -0.00542
 29.4876            -0.00010            -0.00543
 29.5502            -0.00012            -0.00512
 29.6128            -0.00012            -0.00449
 29.6754            -0.00012            -0.00358
 29.7380            -0.00010            -0.00246
 29.8006            -0.00007            -0.00127
 29.8632            -0.00003            -0.00019
 29.9258            -0.00000             0.00060
 29.9884             0.00001             0.00097
 30.0510             0.00002             0.00089
 30.1137             0.00001             0.00045
 30.1763             0.00001            -0.00015
 30.2389            -0.00000            -0.00065
 30.3015             0.00000            -0.00083
 30.3641             0.00002            -0.00058
 30.4267             0.00005             0.00011
 30.4893             0.00008             0.00113
 30.5519             0.00011             0.00230
 30.6145             0.00013             0.00343
 30.6771             0.00015             0.00438
 30.7397             0.00014             0.00505
 30.8023             0.00013             0.00540
 30.8649             0.00010             0.00544
 30.9275             0.00007             0.00518
 30.9901             0.00003             0.00464
 31.0527            -0.00001             0.00384
 31.1154            -0.00004             0.00284
 31.1780            -0.00007             0.00166
 31.2406            -0.00010             0.00036
 31.3032            -0.00012            -0.00097
 31.3658            -0.00014            -0.00224
 31.4284            -0.00014            -0.00336
 31.4910            -0.00014            -0.00421
 31.5536            -0.00013            -0.00468
 31.6162            -0.00011            -0.00468
 31.6788            -0.00008            -0.00419
 31.7414            -0.00005            -0.00329
 31.8040            -0.00001            -0.00213
 31.8666             0.00001            -0.00098
 31.9292             0.00003            -0.00008
 31.9918             0.00003             0.00039
 32.0544             0.00003             0.00039
 32.1171             0.00001             0.00008
 32.1797            -0.00001            -0.00028
 32.2423            -0.00002            -0.00039
 32.3049            -0.00002            -0.00008
 32.3675            -0.00001             0.00070
 32.4301             0.00002             0.00180
 32.4927             0.00005             0.00297
 32.5553             0.00008             0.00398
 32.6179             0.00011             0.00460
 32.6805             0.00014             0.00474
 32.7431             0.00015             0.00440
 32.8057             0.00016             0.00365
 32.8683             0.00016             0.00260
 32.9309             0.00015             0.00135
 32.9935             0.00013             0.00002
 33.0562             0.00010            -0.00130
 33.1188             0.00007            -0.00252
 33.1814             0.00004            -0.00359
 33.2440             0.00000            -0.00445
 33.3066            -0.00004            -0.00508
 33.3692            -0.00007            -0.00543
 33.4318            -0.00010            -0.00548
 33.4944            -0.00012            -0.00522
 33.5570            -0.00013            -0.00463
 33.6196            -0.00012            -0.00376
 33.6822            -0.00010            -0.00266
 33.7448            -0.00007            -0.00147
 33.8074            -0.00004            -0.00036
 33.8700            -0.00001             0.00047
 33.9326             0.00001             0.00090
 33.9952             0.00002             0.00087
 34.0579             0.00002             0.00046
 34.1205             0.00001            -0.00014
 34.1831            -0.00000            -0.00066
 34.2457             0.00000            -0.00090
 34.3083             0.00002            -0.00069
 34.3709             0.00004            -0.00004
 34.4335             0.00008             0.00095
 34.4961             0.00011             0.00212
 34.5587             0.00014             0.00328
 34.6213             0.00015             0.00427
 34.6839             0.00015             0.00500
 34.7465             0.00014             0.00540
 34.8091             0.00011             0.00549
 34.8717             0.00008             0.00527
 34.9343             0.00004             0.00476
 34.9969             0.00001             0.00400
 35.0596            -0.00003             0.00302
 35.1222            -0.00007             0.00186
 35.1848            -0.00009             0.00057
 35.2474            -0.00012            -0.00077
 35.3100            -0.00013            -0.00206
 35.3726            -0.00014            -0.00320
 35.4352            -0.00014            -0.00409
 35.4978            -0.00013            -0.00461
 35.5604            -0.00011            -0.00468
 35.6230            -0.00008            -0.00426
 35.6856            -0.00005            -0.00340
 35.7482            -0.00002            -0.00227
 35.8108             0.00001            -0.00111
 35.8734             0.00003            -0.00017
 35.9360             0.00004             0.00035
 35.9986             0.00003             0.00041
 36.0613             0.00002             0.00012
 36.1239            -0.00000            -0.00025
 36.1865            -0.00001            -0.00041
 36.2491            -0.00002            -0.00015
 36.3117            -0.00001             0.00059
 36.3743             0.00002             0.00168
 36.4369             0.00005             0.00289
 36.4995             0.00008             0.00395
 36.5621             0.00011             0.00465
 36.6247             0.00014             0.00486
 36.6873             0.00016             0.00458
 36.7499             0.00016             0.00386
 36.8125             0.00016             0.00282
 36.8751             0.00016             0.00157
 36.9377             0.00014             0.00023
 37.0004             0.00012            -0.00112
 37.0630             0.00009            -0.00238
 37.1256             0.00005            -0.00349
 37.1882             0.00001            -0.00440
 37.2508            -0.00002            -0.00507
 37.3134            -0.00006            -0.00547
 37.3760            -0.00009            -0.00557
 37.4386            -0.00011            -0.00535
 37.5012            -0.00012            -0.00481
 37.5638            -0.00012            -0.00396
 37.6264            -0.00010            -0.00287
 37.6890            -0.00007            -0.00167
 37.7516            -0.00004            -0.00053
 37.8142            -0.00000             0.00036
 37.8768             0.00002             0.00086
 37.9394             0.00003             0.00088
 38.0021             0.00003             0.00051
 38.0647             0.00002            -0.00009
 38.1273             0.00001            -0.00065
 38.1899             0.00001            -0.00094
 38.2525             0.00003            -0.00080
 38.3151             0.00006            -0.00020
 38.3777             0.00009             0.00077
 38.4403             0.00013             0.00195
 38.5029             0.00016             0.00314
 38.5655             0.00017             0.00418
 38.6281             0.00018             0.00496
 38.6907             0.00017             0.00542
 38.7533             0.00014             0.00556
 38.8159             0.00011             0.00538
 38.8785             0.00008             0.00491
 38.9411             0.00004             0.00418
 39.0038            -0.00000             0.00322
 39.0664            -0.00004             0.00206
 39.1290            -0.00007             0.00078
 39.1916            -0.00010            -0.00057
 39.2542            -0.00012            -0.00188
 39.3168            -0.00013            -0.00306
 39.3794            -0.00013            -0.00400
 39.4420            -0.00012            -0.00457
 39.5046            -0.00011            -0.00470
 39.5672            -0.00008            -0.00433
 39.6298            -0.00005            -0.00352
 39.6924            -0.00002            -0.00240
 39.7550             0.00001            -0.00121
 39.8176             0.00003            -0.00021
 39.8802             0.00004             0.00039
 39.9428             0.00004             0.00050
 40.0055             0.00003             0.00024
 40.0681             0.00001            -0.00015
 40.1307            -0.00000            -0.00036
 40.1933            -0.00001            -0.00015
 40.2559             0.00000             0.00054
 40.3185             0.00002             0.00163
 40.3811             0.00005             0.00288
 40.4437             0.00008             0.00401
 40.5063             0.00011             0.00479
 40.5689             0.00014             0.00508
 40.6315             0.00016             0.00485
 40.6941             0.00017             0.00415
 40.7567             0.00017             0.00311
 40.8193             0.00016             0.00184
 40.8819             0.00014             0.00044
 40.9446             0.00012            -0.00096
 41.0072             0.00009            -0.00229
 41.0698             0.00006            -0.00347
 41.1324             0.00002            -0.00445
 41.1950            -0.00002            -0.00519
 41.2576            -0.00005            -0.00565
 41.3202            -0.00008            -0.00581
 41.3828            -0.00011            -0.00565
 41.4454            -0.00012            -0.00514
 41.5080            -0.00012            -0.00432
 41.5706            -0.00010            -0.00323
 41.6332            -0.00007            -0.00200
 41.6958            -0.00004            -0.00078
 41.7584             0.00000             0.00023
 41.8210             0.00003             0.00086
 41.8836             0.00005             0.00101
 41.9463             0.00006             0.00072
 42.0089             0.00006             0.00013
 42.0715             0.00005            -0.00049
 42.1341             0.00006            -0.00090
 42.1967             0.00008            -0.00090
 42.2593             0.00011            -0.00041
 42.3219             0.00014             0.00049
 42.3845             0.00018             0.00165
 42.4471             0.00022             0.00287
 42.5097             0.00024             0.00397
 42.5723             0.00025             0.00482
 42.6349             0.00024             0.00536
 42.6975             0.00022             0.00557
 42.7601             0.00019             0.00545
 42.8227             0.00015             0.00503
 42.8853             0.00011             0.00434
 42.9480             0.00007             0.00341
 43.0106             0.00003             0.00229
 43.0732            -0.00001             0.00101
 43.1358            -0.00005            -0.00034
 43.1984            -0.00008            -0.00167
 43.2610            -0.00010            -0.00290
 43.3236            -0.00012            -0.00390
 43.3862            -0.00012            -0.00455
 43.4488            -0.00012            -0.00475
 43.5114            -0.00011            -0.00445
 43.5740            -0.00009            -0.00365
 43.6366            -0.00006            -0.00248
 43.6992            -0.00003            -0.00118
 43.7618            -0.00000            -0.00002
 43.8244             0.00002             0.00075
 43.8870             0.00005             0.00101
 43.9497             0.00006             0.00082
 44.0123             0.00007             0.00041
 44.0749             0.00007             0.00011
 44.1375             0.00008             0.00018
 44.2001             0.00009             0.00076
 44.2627             0.00010             0.00178
 44.3253             0.00011             0.00302
 44.3879             0.00013             0.00421
 44.4505             0.00014             0.00507
 44.5131             0.00015             0.00545
 44.5757             0.00015             0.00529
 44.6383             0.00013             0.00462
 44.7009             0.00011             0.00355
 44.7635             0.00007             0.00220
 44.8261             0.00003             0.00070
 44.8888            -0.00002            -0.00085
 44.9514            -0.00007            -0.00234
 45.0140            -0.00012            -0.00369
 45.0766            -0.00018            -0.00484
 45.1392            -0.00022            -0.00575
 45.2018            -0.00026            -0.00637
 45.2644            -0.00029            -0.00667
 45.3270            -0.00030            -0.00662
 45.3896            -0.00030            -0.00623
 45.4522            -0.00027            -0.00548
 45.5148            -0.00023            -0.00441
 45.5774            -0.00016            -0.00308
 45.6400            -0.00007            -0.00158
 45.7026             0.00004            -0.00009
 45.7652             0.00017             0.00119
 45.8278             0.00029             0.00203
 45.8905             0.00040             0.00230
 45.9531             0.00049             0.00199
 46.0157             0.00054             0.00127
 46.0783             0.00058             0.00044
 46.1409             0.00060            -0.00020
 46.2035             0.00063            -0.00041
 46.2661             0.00068            -0.00012
 46.3287             0.00076             0.00060
 46.3913             0.00087             0.00156
 46.4539             0.00101             0.00251
 46.5165             0.00119             0.00329
 46.5791             0.00140             0.00377
 46.6417             0.00164             0.00393
 46.7043             0.00190             0.00378
 46.7669             0.00219             0.00336
 46.8295             0.00251             0.00269
 46.8922             0.00284             0.00185
 46.9548             0.00318             0.00090
 47.0174             0.00354            -0.00010
 47.0800             0.00391            -0.00109
 47.1426             0.00427            -0.00201
 47.2052             0.00463            -0.00281
 47.2678             0.00499            -0.00341
 47.3304             0.00533            -0.00371
 47.3930             0.00565            -0.00363
 47.4556             0.00595            -0.00305
 47.5182             0.00622            -0.00185
 47.5808             0.00646            -0.00001
 47.6434             0.00666             0.00233
 47.7060             0.00682             0.00481
 47.7686             0.00694             0.00688
 47.8312             0.00704             0.00801
 47.8939             0.00711             0.00786
 47.9565             0.00716             0.00653
 48.0191             0.00721             0.00453
 48.0817             0.00726             0.00266
 48.1443             0.00732             0.00168
 48.2069             0.00738             0.00207
 48.2695             0.00743             0.00390
 48.3321             0.00748             0.00682
 48.3947             0.00751             0.01028
 48.4573             0.00752             0.01369
 48.5199             0.00751             0.01667
 48.5825             0.00749             0.01902
 48.6451             0.00745             0.02072
 48.7077             0.00741             0.02182
 48.7703             0.00737             0.02239
 48.8330             0.00733             0.02250
 48.8956             0.00730             0.02223
 48.9582             0.00729             0.02168
 49.0208             0.00728             0.02091
 49.0834             0.00729             0.01998
 49.1460             0.00732             0.01894
 49.2086             0.00735             0.01782
 49.2712             0.00740             0.01666
 49.3338             0.00746             0.01548
 49.3964             0.00752             0.01431
 49.4590             0.00758             0.01315
 49.5216             0.00763             0.01203
 49.5842             0.00766             0.01096
 49.6468             0.00767             0.00995
 49.7094             0.00763             0.00899
 49.7720             0.00756             0.00811
 49.8347             0.00746             0.00729
 49.8973             0.00733             0.00654
 49.9599             0.00721             0.00584
 50.0225             0.00711             0.00520
 50.0851             0.00705             0.00463
 50.1477             0.00701             0.00410
 50.2103             0.00698             0.00363
 50.2729             0.00695             0.00321
 50.3355             0.00689             0.00283
 50.3981             0.00678             0.00250
 50.4607             0.00663             0.00219
 50.5233             0.00642             0.00192
 50.5859             0.00616             0.00169
 50.6485             0.00587             0.00147
 50.7111             0.00555             0.00129
 50.7737             0.00521             0.00112
 50.8364             0.00487             0.00098
 50.8990             0.00452             0.00086
 50.9616             0.00418             0.00074
 51.0242             0.00385             0.00065
 51.0868             0.00353             0.00056
