#Distance(A)    Macroscopic-Average    Planar-Average
 10.7737            -0.00011             0.00006
 10.8363            -0.00010             0.00022
 10.8990            -0.00007             0.00036
 10.9616            -0.00004             0.00048
 11.0243            -0.00000             0.00055
 11.0869             0.00004             0.00058
 11.1495             0.00008             0.00057
 11.2122             0.00013             0.00051
 11.2748             0.00017             0.00040
 11.3374             0.00020             0.00026
 11.4001             0.00023             0.00008
 11.4627             0.00026            -0.00012
 11.5254             0.00028            -0.00033
 11.5880             0.00030            -0.00052
 11.6506             0.00032            -0.00065
 11.7133             0.00033            -0.00069
 11.7759             0.00035            -0.00062
 11.8385             0.00036            -0.00043
 11.9012             0.00036            -0.00012
 11.9638             0.00035             0.00026
 12.0265             0.00033             0.00068
 12.0891             0.00031             0.00106
 12.1517             0.00028             0.00133
 12.2144             0.00025             0.00146
 12.2770             0.00021             0.00141
 12.3397             0.00017             0.00122
 12.4023             0.00013             0.00095
 12.4649             0.00010             0.00067
 12.5276             0.00006             0.00046
 12.5902             0.00004             0.00035
 12.6528             0.00002             0.00033
 12.7155             0.00000             0.00034
 12.7781            -0.00001             0.00035
 12.8408            -0.00002             0.00031
 12.9034            -0.00003             0.00022
 12.9660            -0.00004             0.00009
 13.0287            -0.00006            -0.00006
 13.0913            -0.00008            -0.00021
 13.1539            -0.00011            -0.00037
 13.2166            -0.00015            -0.00053
 13.2792            -0.00019            -0.00070
 13.3419            -0.00022            -0.00086
 13.4045            -0.00026            -0.00101
 13.4671            -0.00029            -0.00112
 13.5298            -0.00031            -0.00118
 13.5924            -0.00033            -0.00120
 13.6550            -0.00034            -0.00118
 13.7177            -0.00034            -0.00113
 13.7803            -0.00034            -0.00105
 13.8430            -0.00034            -0.00094
 13.9056            -0.00033            -0.00078
 13.9682            -0.00031            -0.00057
 14.0309            -0.00029            -0.00034
 14.0935            -0.00026            -0.00011
 14.1561            -0.00023             0.00008
 14.2188            -0.00019             0.00019
 14.2814            -0.00016             0.00021
 14.3441            -0.00012             0.00015
 14.4067            -0.00009             0.00005
 14.4693            -0.00006            -0.00005
 14.5320            -0.00003            -0.00010
 14.5946            -0.00000            -0.00007
 14.6573             0.00002             0.00003
 14.7199             0.00004             0.00019
 14.7825             0.00007             0.00037
 14.8452             0.00009             0.00055
 14.9078             0.00012             0.00070
 14.9704             0.00016             0.00079
 15.0331             0.00019             0.00084
 15.0957             0.00023             0.00085
 15.1584             0.00025             0.00081
 15.2210             0.00027             0.00073
 15.2836             0.00028             0.00060
 15.3463             0.00028             0.00045
 15.4089             0.00027             0.00026
 15.4715             0.00027             0.00005
 15.5342             0.00026            -0.00015
 15.5968             0.00026            -0.00031
 15.6595             0.00026            -0.00042
 15.7221             0.00026            -0.00043
 15.7847             0.00026            -0.00035
 15.8474             0.00026            -0.00017
 15.9100             0.00025             0.00007
 15.9726             0.00023             0.00034
 16.0353             0.00020             0.00058
 16.0979             0.00017             0.00074
 16.1606             0.00013             0.00076
 16.2232             0.00009             0.00066
 16.2858             0.00004             0.00044
 16.3485            -0.00000             0.00019
 16.4111            -0.00004            -0.00004
 16.4737            -0.00008            -0.00017
 16.5364            -0.00011            -0.00019
 16.5990            -0.00014            -0.00012
 16.6617            -0.00016             0.00000
 16.7243            -0.00017             0.00012
 16.7869            -0.00017             0.00019
 16.8496            -0.00018             0.00019
 16.9122            -0.00018             0.00013
 16.9749            -0.00019             0.00003
 17.0375            -0.00019            -0.00010
 17.1001            -0.00021            -0.00025
 17.1628            -0.00022            -0.00041
 17.2254            -0.00024            -0.00057
 17.2880            -0.00025            -0.00072
 17.3507            -0.00026            -0.00085
 17.4133            -0.00027            -0.00094
 17.4760            -0.00027            -0.00100
 17.5386            -0.00026            -0.00100
 17.6012            -0.00025            -0.00096
 17.6639            -0.00023            -0.00088
 17.7265            -0.00021            -0.00078
 17.7891            -0.00019            -0.00064
 17.8518            -0.00016            -0.00048
 17.9144            -0.00014            -0.00029
 17.9771            -0.00011            -0.00010
 18.0397            -0.00008             0.00008
 18.1023            -0.00004             0.00020
 18.1650            -0.00001             0.00026
 18.2276             0.00003             0.00025
 18.2902             0.00006             0.00017
 18.3529             0.00009             0.00008
 18.4155             0.00012             0.00001
 18.4782             0.00014             0.00000
 18.5408             0.00016             0.00007
 18.6034             0.00018             0.00022
 18.6661             0.00019             0.00042
 18.7287             0.00020             0.00063
 18.7913             0.00021             0.00083
 18.8540             0.00022             0.00098
 18.9166             0.00024             0.00108
 18.9793             0.00026             0.00111
 19.0419             0.00028             0.00108
 19.1045             0.00030             0.00101
 19.1672             0.00031             0.00089
 19.2298             0.00032             0.00074
 19.2924             0.00031             0.00055
 19.3551             0.00030             0.00033
 19.4177             0.00029             0.00008
 19.4804             0.00028            -0.00016
 19.5430             0.00027            -0.00038
 19.6056             0.00026            -0.00053
 19.6683             0.00025            -0.00060
 19.7309             0.00024            -0.00056
 19.7936             0.00022            -0.00041
 19.8562             0.00020            -0.00017
 19.9188             0.00017             0.00012
 19.9815             0.00014             0.00040
 20.0441             0.00010             0.00060
 20.1067             0.00005             0.00068
 20.1694             0.00000             0.00060
 20.2320            -0.00004             0.00039
 20.2947            -0.00009             0.00011
 20.3573            -0.00014            -0.00017
 20.4199            -0.00018            -0.00035
 20.4826            -0.00021            -0.00041
 20.5452            -0.00024            -0.00036
 20.6078            -0.00025            -0.00022
 20.6705            -0.00026            -0.00006
 20.7331            -0.00027             0.00006
 20.7958            -0.00026             0.00012
 20.8584            -0.00026             0.00010
 20.9210            -0.00026             0.00003
 20.9837            -0.00026            -0.00009
 21.0463            -0.00026            -0.00024
 21.1089            -0.00027            -0.00039
 21.1716            -0.00029            -0.00055
 21.2342            -0.00030            -0.00070
 21.2969            -0.00031            -0.00083
 21.3595            -0.00032            -0.00094
 21.4221            -0.00031            -0.00101
 21.4848            -0.00030            -0.00104
 21.5474            -0.00028            -0.00102
 21.6100            -0.00025            -0.00095
 21.6727            -0.00023            -0.00083
 21.7353            -0.00020            -0.00067
 21.7980            -0.00017            -0.00048
 21.8606            -0.00014            -0.00028
 21.9232            -0.00011            -0.00007
 21.9859            -0.00008             0.00009
 22.0485            -0.00004             0.00020
 22.1112            -0.00000             0.00024
 22.1738             0.00003             0.00021
 22.2364             0.00007             0.00013
 22.2991             0.00010             0.00004
 22.3617             0.00013            -0.00002
 22.4243             0.00016            -0.00000
 22.4870             0.00018             0.00009
 22.5496             0.00020             0.00025
 22.6123             0.00021             0.00045
 22.6749             0.00023             0.00067
 22.7375             0.00024             0.00087
 22.8002             0.00025             0.00102
 22.8628             0.00026             0.00111
 22.9254             0.00028             0.00115
 22.9881             0.00029             0.00113
 23.0507             0.00031             0.00107
 23.1134             0.00031             0.00097
 23.1760             0.00031             0.00082
 23.2386             0.00030             0.00064
 23.3013             0.00029             0.00042
 23.3639             0.00027             0.00018
 23.4265             0.00026            -0.00006
 23.4892             0.00025            -0.00029
 23.5518             0.00024            -0.00046
 23.6145             0.00023            -0.00056
 23.6771             0.00023            -0.00056
 23.7397             0.00022            -0.00045
 23.8024             0.00020            -0.00026
 23.8650             0.00018            -0.00001
 23.9276             0.00015             0.00023
 23.9903             0.00011             0.00041
 24.0529             0.00007             0.00046
 24.1156             0.00003             0.00038
 24.1782            -0.00002             0.00018
 24.2408            -0.00007            -0.00008
 24.3035            -0.00011            -0.00032
 24.3661            -0.00016            -0.00047
 24.4288            -0.00019            -0.00048
 24.4914            -0.00022            -0.00037
 24.5540            -0.00024            -0.00017
 24.6167            -0.00026             0.00005
 24.6793            -0.00026             0.00023
 24.7419            -0.00026             0.00033
 24.8046            -0.00026             0.00035
 24.8672            -0.00025             0.00028
 24.9299            -0.00025             0.00014
 24.9925            -0.00025            -0.00003
 25.0551            -0.00025            -0.00021
 25.1178            -0.00026            -0.00040
 25.1804            -0.00026            -0.00058
 25.2430            -0.00027            -0.00074
 25.3057            -0.00027            -0.00088
 25.3683            -0.00026            -0.00098
 25.4310            -0.00024            -0.00105
 25.4936            -0.00023            -0.00106
 25.5562            -0.00020            -0.00102
 25.6189            -0.00018            -0.00090
 25.6815            -0.00016            -0.00073
 25.7441            -0.00014            -0.00051
 25.8068            -0.00013            -0.00027
 25.8694            -0.00011            -0.00005
 25.9321            -0.00009             0.00013
 25.9947            -0.00006             0.00025
 26.0573            -0.00004             0.00028
 26.1200            -0.00001             0.00023
 26.1826             0.00002             0.00014
 26.2452             0.00004             0.00003
 26.3079             0.00006            -0.00004
 26.3705             0.00008            -0.00005
 26.4332             0.00010             0.00001
 26.4958             0.00011             0.00015
 26.5584             0.00012             0.00033
 26.6211             0.00013             0.00052
 26.6837             0.00014             0.00071
 26.7464             0.00015             0.00085
 26.8090             0.00017             0.00094
 26.8716             0.00018             0.00098
 26.9343             0.00020             0.00097
 26.9969             0.00022             0.00091
 27.0595             0.00023             0.00081
 27.1222             0.00024             0.00066
 27.1848             0.00024             0.00048
 27.2475             0.00024             0.00027
 27.3101             0.00024             0.00002
 27.3727             0.00024            -0.00023
 27.4354             0.00024            -0.00046
 27.4980             0.00024            -0.00063
 27.5606             0.00025            -0.00072
 27.6233             0.00025            -0.00070
 27.6859             0.00024            -0.00057
 27.7486             0.00023            -0.00034
 27.8112             0.00021            -0.00004
 27.8738             0.00019             0.00026
 27.9365             0.00015             0.00051
 27.9991             0.00011             0.00066
 28.0617             0.00007             0.00067
 28.1244             0.00003             0.00056
 28.1870            -0.00002             0.00036
 28.2497            -0.00007             0.00015
 28.3123            -0.00011            -0.00001
 28.3749            -0.00015            -0.00007
 28.4376            -0.00018            -0.00002
 28.5002            -0.00020             0.00009
 28.5628            -0.00021             0.00023
 28.6255            -0.00022             0.00033
 28.6881            -0.00022             0.00037
 28.7508            -0.00021             0.00034
 28.8134            -0.00020             0.00023
 28.8760            -0.00020             0.00007
 28.9387            -0.00020            -0.00011
 29.0013            -0.00021            -0.00031
 29.0640            -0.00022            -0.00051
 29.1266            -0.00023            -0.00070
 29.1892            -0.00025            -0.00087
 29.2519            -0.00026            -0.00102
 29.3145            -0.00026            -0.00114
 29.3771            -0.00026            -0.00122
 29.4398            -0.00025            -0.00124
 29.5024            -0.00023            -0.00119
 29.5651            -0.00022            -0.00107
 29.6277            -0.00020            -0.00088
 29.6903            -0.00019            -0.00063
 29.7530            -0.00017            -0.00036
 29.8156            -0.00016            -0.00010
 29.8782            -0.00014             0.00010
 29.9409            -0.00011             0.00024
 30.0035            -0.00009             0.00028
 30.0662            -0.00006             0.00025
 30.1288            -0.00003             0.00017
 30.1914            -0.00000             0.00008
 30.2541             0.00002             0.00003
 30.3167             0.00004             0.00004
 30.3793             0.00006             0.00012
 30.4420             0.00008             0.00025
 30.5046             0.00009             0.00042
 30.5673             0.00011             0.00058
 30.6299             0.00012             0.00072
 30.6925             0.00014             0.00082
 30.7552             0.00015             0.00088
 30.8178             0.00017             0.00091
 30.8804             0.00018             0.00089
 30.9431             0.00019             0.00084
 31.0057             0.00020             0.00074
 31.0684             0.00021             0.00060
 31.1310             0.00021             0.00042
 31.1936             0.00020             0.00020
 31.2563             0.00020            -0.00004
 31.3189             0.00019            -0.00028
 31.3815             0.00019            -0.00050
 31.4442             0.00019            -0.00067
 31.5068             0.00019            -0.00076
 31.5695             0.00019            -0.00075
 31.6321             0.00018            -0.00063
 31.6947             0.00017            -0.00041
 31.7574             0.00016            -0.00013
 31.8200             0.00014             0.00016
 31.8827             0.00011             0.00040
 31.9453             0.00008             0.00053
 32.0079             0.00004             0.00054
 32.0706            -0.00000             0.00042
 32.1332            -0.00004             0.00023
 32.1958            -0.00008             0.00004
 32.2585            -0.00012            -0.00010
 32.3211            -0.00015            -0.00013
 32.3838            -0.00017            -0.00006
 32.4464            -0.00019             0.00008
 32.5090            -0.00020             0.00024
 32.5717            -0.00020             0.00036
 32.6343            -0.00019             0.00042
 32.6969            -0.00018             0.00040
 32.7596            -0.00018             0.00032
 32.8222            -0.00017             0.00018
 32.8849            -0.00017             0.00001
 32.9475            -0.00017            -0.00017
 33.0101            -0.00018            -0.00037
 33.0728            -0.00019            -0.00056
 33.1354            -0.00020            -0.00073
 33.1980            -0.00021            -0.00088
 33.2607            -0.00021            -0.00099
 33.3233            -0.00021            -0.00106
 33.3860            -0.00020            -0.00108
 33.4486            -0.00018            -0.00105
 33.5112            -0.00017            -0.00095
 33.5739            -0.00015            -0.00080
 33.6365            -0.00014            -0.00059
 33.6991            -0.00012            -0.00035
 33.7618            -0.00010            -0.00012
 33.8244            -0.00008             0.00008
 33.8871            -0.00005             0.00022
 33.9497            -0.00003             0.00027
 34.0123             0.00000             0.00024
 34.0750             0.00003             0.00016
 34.1376             0.00006             0.00006
 34.2003             0.00009            -0.00000
 34.2629             0.00012            -0.00001
 34.3255             0.00014             0.00006
 34.3882             0.00016             0.00020
 34.4508             0.00017             0.00038
 34.5134             0.00018             0.00057
 34.5761             0.00019             0.00074
 34.6387             0.00020             0.00088
 34.7014             0.00021             0.00097
 34.7640             0.00022             0.00103
 34.8266             0.00023             0.00104
 34.8893             0.00023             0.00100
 34.9519             0.00022             0.00092
 35.0145             0.00021             0.00079
 35.0772             0.00020             0.00062
 35.1398             0.00018             0.00042
 35.2025             0.00017             0.00020
 35.2651             0.00015            -0.00003
 35.3277             0.00014            -0.00025
 35.3904             0.00014            -0.00044
 35.4530             0.00013            -0.00057
 35.5156             0.00013            -0.00064
 35.5783             0.00012            -0.00061
 35.6409             0.00012            -0.00050
 35.7036             0.00010            -0.00032
 35.7662             0.00008            -0.00011
 35.8288             0.00006             0.00006
 35.8915             0.00003             0.00014
 35.9541            -0.00001             0.00011
 36.0167            -0.00004            -0.00002
 36.0794            -0.00008            -0.00021
 36.1420            -0.00012            -0.00039
 36.2047            -0.00016            -0.00050
 36.2673            -0.00019            -0.00049
 36.3299            -0.00021            -0.00036
 36.3926            -0.00023            -0.00016
 36.4552            -0.00024             0.00007
 36.5179            -0.00024             0.00028
 36.5805            -0.00024             0.00042
 36.6431            -0.00022             0.00047
 36.7058            -0.00021             0.00044
 36.7684            -0.00020             0.00035
 36.8310            -0.00019             0.00021
 36.8937            -0.00018             0.00003
 36.9563            -0.00018            -0.00015
 37.0190            -0.00018            -0.00033
 37.0816            -0.00018            -0.00050
 37.1442            -0.00018            -0.00064
 37.2069            -0.00017            -0.00075
 37.2695            -0.00015            -0.00082
 37.3321            -0.00013            -0.00085
 37.3948            -0.00011            -0.00083
 37.4574            -0.00009            -0.00075
 37.5201            -0.00007            -0.00062
 37.5827            -0.00006            -0.00044
 37.6453            -0.00004            -0.00024
 37.7080            -0.00002            -0.00003
 37.7706            -0.00000             0.00013
 37.8332             0.00002             0.00024
 37.8959             0.00004             0.00026
 37.9585             0.00006             0.00020
 38.0212             0.00009             0.00009
 38.0838             0.00011            -0.00002
 38.1464             0.00013            -0.00010
 38.2091             0.00016            -0.00010
 38.2717             0.00017            -0.00003
 38.3343             0.00019             0.00012
 38.3970             0.00020             0.00032
 38.4596             0.00021             0.00053
 38.5223             0.00021             0.00071
 38.5849             0.00021             0.00087
 38.6475             0.00021             0.00097
 38.7102             0.00021             0.00103
 38.7728             0.00021             0.00105
 38.8355             0.00021             0.00102
 38.8981             0.00020             0.00094
 38.9607             0.00019             0.00081
 39.0234             0.00018             0.00065
 39.0860             0.00016             0.00046
 39.1486             0.00015             0.00026
 39.2113             0.00013             0.00005
 39.2739             0.00012            -0.00015
 39.3366             0.00011            -0.00033
 39.3992             0.00010            -0.00048
 39.4618             0.00010            -0.00058
 39.5245             0.00009            -0.00062
 39.5871             0.00008            -0.00056
 39.6497             0.00007            -0.00043
 39.7124             0.00005            -0.00026
 39.7750             0.00003            -0.00009
 39.8377             0.00000             0.00002
 39.9003            -0.00003             0.00003
 39.9629            -0.00007            -0.00007
 40.0256            -0.00010            -0.00024
 40.0882            -0.00014            -0.00043
 40.1508            -0.00017            -0.00056
 40.2135            -0.00020            -0.00058
 40.2761            -0.00022            -0.00049
 40.3388            -0.00024            -0.00031
 40.4014            -0.00025            -0.00008
 40.4640            -0.00025             0.00014
 40.5267            -0.00024             0.00031
 40.5893            -0.00023             0.00041
 40.6519            -0.00021             0.00043
 40.7146            -0.00020             0.00037
 40.7772            -0.00019             0.00026
 40.8399            -0.00018             0.00011
 40.9025            -0.00018            -0.00006
 40.9651            -0.00018            -0.00023
 41.0278            -0.00018            -0.00038
 41.0904            -0.00018            -0.00051
 41.1531            -0.00018            -0.00060
 41.2157            -0.00016            -0.00066
 41.2783            -0.00015            -0.00069
 41.3410            -0.00012            -0.00067
 41.4036            -0.00010            -0.00061
 41.4662            -0.00008            -0.00051
 41.5289            -0.00006            -0.00038
 41.5915            -0.00004            -0.00022
 41.6542            -0.00002            -0.00006
 41.7168            -0.00000             0.00008
 41.7794             0.00002             0.00015
 41.8421             0.00004             0.00015
 41.9047             0.00007             0.00008
 41.9673             0.00009            -0.00003
 42.0300             0.00012            -0.00016
 42.0926             0.00015            -0.00024
 42.1553             0.00017            -0.00024
 42.2179             0.00020            -0.00016
 42.2805             0.00022            -0.00000
 42.3432             0.00024             0.00021
 42.4058             0.00025             0.00043
 42.4684             0.00026             0.00064
 42.5311             0.00027             0.00082
 42.5937             0.00027             0.00095
 42.6564             0.00027             0.00104
 42.7190             0.00027             0.00108
 42.7816             0.00026             0.00107
 42.8443             0.00025             0.00102
 42.9069             0.00023             0.00093
 42.9695             0.00021             0.00080
 43.0322             0.00018             0.00066
 43.0948             0.00016             0.00050
 43.1575             0.00014             0.00035
 43.2201             0.00013             0.00020
 43.2827             0.00012             0.00006
 43.3454             0.00011            -0.00008
 43.4080             0.00011            -0.00020
 43.4706             0.00011            -0.00028
 43.5333             0.00011            -0.00031
 43.5959             0.00011            -0.00028
 43.6586             0.00010            -0.00023
 43.7212             0.00008            -0.00018
 43.7838             0.00006            -0.00018
 43.8465             0.00003            -0.00027
 43.9091            -0.00001            -0.00044
 43.9718            -0.00004            -0.00065
 44.0344            -0.00008            -0.00084
 44.0970            -0.00012            -0.00093
 44.1597            -0.00016            -0.00089
 44.2223            -0.00019            -0.00072
 44.2849            -0.00022            -0.00044
 44.3476            -0.00024            -0.00011
 44.4102            -0.00026             0.00021
 44.4729            -0.00027             0.00046
 44.5355            -0.00027             0.00062
 44.5981            -0.00027             0.00067
 44.6608            -0.00026             0.00061
 44.7234            -0.00025             0.00047
 44.7860            -0.00024             0.00029
 44.8487            -0.00024             0.00008
 44.9113            -0.00023            -0.00013
 44.9740            -0.00023            -0.00031
 45.0366            -0.00022            -0.00047
 45.0992            -0.00020            -0.00059
 45.1619            -0.00018            -0.00068
 45.2245            -0.00016            -0.00073
 45.2871            -0.00013            -0.00074
 45.3498            -0.00011            -0.00071
 45.4124            -0.00009            -0.00063
 45.4751            -0.00008            -0.00050
 45.5377            -0.00007            -0.00034
 45.6003            -0.00006            -0.00018
 45.6630            -0.00004            -0.00005
 45.7256            -0.00003             0.00004
 45.7882            -0.00002             0.00005
 45.8509             0.00000            -0.00001
 45.9135             0.00003            -0.00012
 45.9762             0.00005            -0.00023
 46.0388             0.00008            -0.00032
 46.1014             0.00010            -0.00033
 46.1641             0.00013            -0.00026
 46.2267             0.00015            -0.00011
 46.2894             0.00017             0.00009
 46.3520             0.00019             0.00030
 46.4146             0.00021             0.00052
 46.4773             0.00023             0.00070
 46.5399             0.00024             0.00085
 46.6025             0.00025             0.00095
 46.6652             0.00026             0.00101
 46.7278             0.00027             0.00103
 46.7905             0.00027             0.00100
 46.8531             0.00027             0.00092
 46.9157             0.00027             0.00082
 46.9784             0.00026             0.00069
 47.0410             0.00024             0.00055
 47.1036             0.00023             0.00040
 47.1663             0.00022             0.00026
 47.2289             0.00021             0.00013
 47.2916             0.00021            -0.00000
 47.3542             0.00021            -0.00010
 47.4168             0.00020            -0.00016
 47.4795             0.00020            -0.00016
 47.5421             0.00019            -0.00008
 47.6047             0.00017             0.00003
 47.6674             0.00015             0.00016
 47.7300             0.00012             0.00022
 47.7927             0.00009             0.00019
 47.8553             0.00005             0.00004
 47.9179             0.00001            -0.00020
 47.9806            -0.00004            -0.00045
 48.0432            -0.00008            -0.00065
 48.1058            -0.00012            -0.00074
 48.1685            -0.00016            -0.00068
 48.2311            -0.00020            -0.00051
 48.2938            -0.00023            -0.00026
 48.3564            -0.00025             0.00000
 48.4190            -0.00027             0.00022
 48.4817            -0.00028             0.00036
 48.5443            -0.00029             0.00041
 48.6070            -0.00030             0.00036
 48.6696            -0.00030             0.00024
 48.7322            -0.00031             0.00007
 48.7949            -0.00032            -0.00012
 48.8575            -0.00034            -0.00032
 48.9201            -0.00035            -0.00049
 48.9828            -0.00035            -0.00064
 49.0454            -0.00035            -0.00075
 49.1081            -0.00034            -0.00083
 49.1707            -0.00032            -0.00088
 49.2333            -0.00030            -0.00089
 49.2960            -0.00027            -0.00086
 49.3586            -0.00024            -0.00080
 49.4212            -0.00022            -0.00070
 49.4839            -0.00019            -0.00057
 49.5465            -0.00017            -0.00043
 49.6092            -0.00014            -0.00029
 49.6718            -0.00011            -0.00018
 49.7344            -0.00008            -0.00014
 49.7971            -0.00004            -0.00016
 49.8597            -0.00000            -0.00024
 49.9223             0.00004            -0.00032
 49.9850             0.00008            -0.00038
 50.0476             0.00013            -0.00038
 50.1103             0.00018            -0.00029
 50.1729             0.00022            -0.00011
 50.2355             0.00026             0.00011
 50.2982             0.00030             0.00037
 50.3608             0.00033             0.00062
 50.4234             0.00036             0.00085
 50.4861             0.00038             0.00104
 50.5487             0.00039             0.00118
 50.6114             0.00040             0.00127
 50.6740             0.00040             0.00132
 50.7366             0.00039             0.00132
 50.7993             0.00037             0.00127
 50.8619             0.00034             0.00119
 50.9246             0.00031             0.00109
 50.9872             0.00028             0.00098
 51.0498             0.00025             0.00087
 51.1125             0.00022             0.00076
 51.1751             0.00020             0.00065
 51.2377             0.00019             0.00052
 51.3004             0.00019             0.00037
 51.3630             0.00019             0.00022
