#Distance(A)    Macroscopic-Average    Planar-Average
  5.8774            -0.00093            -0.00072
  5.9393            -0.00100            -0.00079
  6.0011            -0.00106            -0.00086
  6.0630            -0.00112            -0.00094
  6.1249            -0.00119            -0.00102
  6.1867            -0.00124            -0.00111
  6.2486            -0.00130            -0.00121
  6.3105            -0.00134            -0.00132
  6.3723            -0.00138            -0.00143
  6.4342            -0.00141            -0.00154
  6.4961            -0.00142            -0.00165
  6.5579            -0.00143            -0.00176
  6.6198            -0.00142            -0.00187
  6.6817            -0.00140            -0.00198
  6.7435            -0.00138            -0.00209
  6.8054            -0.00137            -0.00218
  6.8673            -0.00135            -0.00226
  6.9292            -0.00135            -0.00231
  6.9910            -0.00134            -0.00234
  7.0529            -0.00133            -0.00233
  7.1148            -0.00132            -0.00228
  7.1766            -0.00130            -0.00219
  7.2385            -0.00128            -0.00204
  7.3004            -0.00124            -0.00184
  7.3622            -0.00119            -0.00157
  7.4241            -0.00113            -0.00125
  7.4860            -0.00107            -0.00089
  7.5478            -0.00101            -0.00052
  7.6097            -0.00094            -0.00020
  7.6716            -0.00087             0.00000
  7.7334            -0.00080             0.00006
  7.7953            -0.00073            -0.00002
  7.8572            -0.00067            -0.00022
  7.9190            -0.00060            -0.00044
  7.9809            -0.00053            -0.00061
  8.0428            -0.00047            -0.00067
  8.1046            -0.00041            -0.00059
  8.1665            -0.00035            -0.00040
  8.2284            -0.00029            -0.00015
  8.2902            -0.00024             0.00009
  8.3521            -0.00019             0.00028
  8.4140            -0.00016             0.00040
  8.4758            -0.00013             0.00046
  8.5377            -0.00011             0.00046
  8.5996            -0.00010             0.00043
  8.6614            -0.00010             0.00037
  8.7233            -0.00011             0.00029
  8.7852            -0.00011             0.00020
  8.8470            -0.00011             0.00010
  8.9089            -0.00011            -0.00001
  8.9708            -0.00010            -0.00012
  9.0326            -0.00009            -0.00021
  9.0945            -0.00008            -0.00028
  9.1564            -0.00007            -0.00032
  9.2182            -0.00006            -0.00035
  9.2801            -0.00005            -0.00036
  9.3420            -0.00005            -0.00037
  9.4038            -0.00005            -0.00036
  9.4657            -0.00005            -0.00034
  9.5276            -0.00004            -0.00029
  9.5895            -0.00004            -0.00023
  9.6513            -0.00003            -0.00016
  9.7132            -0.00002            -0.00011
  9.7751            -0.00001            -0.00008
  9.8369            -0.00000            -0.00010
  9.8988             0.00001            -0.00014
  9.9607             0.00001            -0.00020
 10.0225             0.00002            -0.00024
 10.0844             0.00003            -0.00025
 10.1463             0.00004            -0.00021
 10.2081             0.00004            -0.00012
 10.2700             0.00005             0.00001
 10.3319             0.00005             0.00016
 10.3937             0.00005             0.00032
 10.4556             0.00005             0.00047
 10.5175             0.00005             0.00058
 10.5793             0.00006             0.00066
 10.6412             0.00006             0.00068
 10.7031             0.00006             0.00065
 10.7649             0.00006             0.00059
 10.8268             0.00006             0.00051
 10.8887             0.00005             0.00040
 10.9505             0.00005             0.00029
 11.0124             0.00004             0.00018
 11.0743             0.00004             0.00006
 11.1361             0.00005            -0.00006
 11.1980             0.00006            -0.00016
 11.2599             0.00007            -0.00025
 11.3217             0.00008            -0.00030
 11.3836             0.00009            -0.00032
 11.4455             0.00010            -0.00030
 11.5073             0.00010            -0.00025
 11.5692             0.00010            -0.00019
 11.6311             0.00009            -0.00013
 11.6929             0.00008            -0.00012
 11.7548             0.00006            -0.00014
 11.8167             0.00004            -0.00020
 11.8785             0.00002            -0.00027
 11.9404             0.00000            -0.00032
 12.0023            -0.00002            -0.00031
 12.0641            -0.00004            -0.00023
 12.1260            -0.00006            -0.00009
 12.1879            -0.00007             0.00008
 12.2497            -0.00008             0.00026
 12.3116            -0.00009             0.00041
 12.3735            -0.00009             0.00051
 12.4354            -0.00009             0.00056
 12.4972            -0.00009             0.00055
 12.5591            -0.00009             0.00049
 12.6210            -0.00009             0.00039
 12.6828            -0.00009             0.00027
 12.7447            -0.00008             0.00012
 12.8066            -0.00008            -0.00003
 12.8684            -0.00007            -0.00017
 12.9303            -0.00007            -0.00029
 12.9922            -0.00006            -0.00039
 13.0540            -0.00006            -0.00046
 13.1159            -0.00006            -0.00050
 13.1778            -0.00005            -0.00051
 13.2396            -0.00006            -0.00051
 13.3015            -0.00006            -0.00048
 13.3634            -0.00006            -0.00044
 13.4252            -0.00006            -0.00038
 13.4871            -0.00007            -0.00029
 13.5490            -0.00007            -0.00019
 13.6108            -0.00006            -0.00010
 13.6727            -0.00006            -0.00003
 13.7346            -0.00005             0.00001
 13.7964            -0.00004            -0.00000
 13.8583            -0.00003            -0.00005
 13.9202            -0.00002            -0.00010
 13.9820            -0.00001            -0.00015
 14.0439             0.00000            -0.00017
 14.1058             0.00002            -0.00014
 14.1676             0.00003            -0.00007
 14.2295             0.00003             0.00004
 14.2914             0.00004             0.00017
 14.3532             0.00004             0.00031
 14.4151             0.00005             0.00042
 14.4770             0.00005             0.00051
 14.5388             0.00006             0.00056
 14.6007             0.00006             0.00057
 14.6626             0.00006             0.00054
 14.7244             0.00006             0.00049
 14.7863             0.00006             0.00041
 14.8482             0.00005             0.00032
 14.9100             0.00005             0.00023
 14.9719             0.00005             0.00012
 15.0338             0.00005             0.00002
 15.0957             0.00006            -0.00008
 15.1575             0.00006            -0.00018
 15.2194             0.00007            -0.00026
 15.2813             0.00009            -0.00031
 15.3431             0.00010            -0.00033
 15.4050             0.00010            -0.00031
 15.4669             0.00011            -0.00026
 15.5287             0.00011            -0.00017
 15.5906             0.00010            -0.00009
 15.6525             0.00009            -0.00004
 15.7143             0.00008            -0.00003
 15.7762             0.00006            -0.00006
 15.8381             0.00005            -0.00011
 15.8999             0.00003            -0.00016
 15.9618             0.00001            -0.00016
 16.0237            -0.00001            -0.00011
 16.0855            -0.00003            -0.00001
 16.1474            -0.00004             0.00013
 16.2093            -0.00005             0.00028
 16.2711            -0.00006             0.00041
 16.3330            -0.00006             0.00051
 16.3949            -0.00006             0.00055
 16.4567            -0.00006             0.00055
 16.5186            -0.00006             0.00049
 16.5805            -0.00006             0.00039
 16.6423            -0.00006             0.00027
 16.7042            -0.00005             0.00012
 16.7661            -0.00005            -0.00003
 16.8279            -0.00005            -0.00017
 16.8898            -0.00005            -0.00030
 16.9517            -0.00004            -0.00040
 17.0135            -0.00004            -0.00047
 17.0754            -0.00004            -0.00051
 17.1373            -0.00005            -0.00053
 17.1991            -0.00005            -0.00053
 17.2610            -0.00005            -0.00051
 17.3229            -0.00006            -0.00047
 17.3847            -0.00006            -0.00040
 17.4466            -0.00006            -0.00031
 17.5085            -0.00006            -0.00020
 17.5703            -0.00006            -0.00009
 17.6322            -0.00005             0.00000
 17.6941            -0.00005             0.00006
 17.7560            -0.00004             0.00007
 17.8178            -0.00002             0.00003
 17.8797            -0.00001            -0.00004
 17.9416             0.00000            -0.00010
 18.0034             0.00001            -0.00015
 18.0653             0.00002            -0.00014
 18.1272             0.00003            -0.00009
 18.1890             0.00004             0.00001
 18.2509             0.00004             0.00014
 18.3128             0.00005             0.00029
 18.3746             0.00005             0.00042
 18.4365             0.00005             0.00052
 18.4984             0.00006             0.00058
 18.5602             0.00006             0.00059
 18.6221             0.00006             0.00057
 18.6840             0.00006             0.00052
 18.7458             0.00005             0.00044
 18.8077             0.00005             0.00035
 18.8696             0.00004             0.00024
 18.9314             0.00004             0.00013
 18.9933             0.00004             0.00001
 19.0552             0.00004            -0.00011
 19.1170             0.00005            -0.00022
 19.1789             0.00007            -0.00031
 19.2408             0.00008            -0.00037
 19.3026             0.00009            -0.00039
 19.3645             0.00010            -0.00037
 19.4264             0.00011            -0.00030
 19.4882             0.00011            -0.00021
 19.5501             0.00010            -0.00012
 19.6120             0.00010            -0.00006
 19.6738             0.00008            -0.00005
 19.7357             0.00007            -0.00007
 19.7976             0.00005            -0.00012
 19.8594             0.00003            -0.00016
 19.9213             0.00001            -0.00016
 19.9832            -0.00001            -0.00010
 20.0450            -0.00003             0.00001
 20.1069            -0.00004             0.00016
 20.1688            -0.00006             0.00032
 20.2306            -0.00006             0.00046
 20.2925            -0.00007             0.00057
 20.3544            -0.00007             0.00061
 20.4162            -0.00007             0.00061
 20.4781            -0.00006             0.00054
 20.5400            -0.00006             0.00043
 20.6019            -0.00006             0.00030
 20.6637            -0.00005             0.00014
 20.7256            -0.00005            -0.00002
 20.7875            -0.00005            -0.00018
 20.8493            -0.00004            -0.00031
 20.9112            -0.00004            -0.00043
 20.9731            -0.00004            -0.00051
 21.0349            -0.00004            -0.00057
 21.0968            -0.00004            -0.00059
 21.1587            -0.00004            -0.00060
 21.2205            -0.00004            -0.00057
 21.2824            -0.00005            -0.00052
 21.3443            -0.00005            -0.00043
 21.4061            -0.00005            -0.00032
 21.4680            -0.00004            -0.00020
 21.5299            -0.00004            -0.00007
 21.5917            -0.00003             0.00002
 21.6536            -0.00002             0.00007
 21.7155            -0.00001             0.00008
 21.7773            -0.00000             0.00003
 21.8392             0.00001            -0.00003
 21.9011             0.00002            -0.00009
 21.9629             0.00003            -0.00012
 22.0248             0.00004            -0.00010
 22.0867             0.00005            -0.00002
 22.1485             0.00005             0.00010
 22.2104             0.00006             0.00026
 22.2723             0.00006             0.00041
 22.3341             0.00006             0.00055
 22.3960             0.00006             0.00064
 22.4579             0.00006             0.00069
 22.5197             0.00006             0.00069
 22.5816             0.00006             0.00065
 22.6435             0.00006             0.00058
 22.7053             0.00006             0.00048
 22.7672             0.00005             0.00036
 22.8291             0.00005             0.00023
 22.8909             0.00004             0.00008
 22.9528             0.00004            -0.00008
 23.0147             0.00005            -0.00023
 23.0765             0.00006            -0.00036
 23.1384             0.00007            -0.00046
 23.2003             0.00008            -0.00052
 23.2622             0.00010            -0.00052
 23.3240             0.00010            -0.00047
 23.3859             0.00011            -0.00038
 23.4478             0.00010            -0.00026
 23.5096             0.00010            -0.00015
 23.5715             0.00008            -0.00008
 23.6334             0.00007            -0.00005
 23.6952             0.00004            -0.00007
 23.7571             0.00002            -0.00010
 23.8190            -0.00000            -0.00013
 23.8808            -0.00002            -0.00012
 23.9427            -0.00005            -0.00006
 24.0046            -0.00006             0.00006
 24.0664            -0.00008             0.00023
 24.1283            -0.00009             0.00039
 24.1902            -0.00009             0.00054
 24.2520            -0.00009             0.00064
 24.3139            -0.00009             0.00067
 24.3758            -0.00008             0.00064
 24.4376            -0.00007             0.00055
 24.4995            -0.00006             0.00042
 24.5614            -0.00005             0.00025
 24.6232            -0.00005             0.00008
 24.6851            -0.00004            -0.00010
 24.7470            -0.00004            -0.00027
 24.8088            -0.00004            -0.00041
 24.8707            -0.00004            -0.00054
 24.9326            -0.00004            -0.00063
 24.9944            -0.00004            -0.00069
 25.0563            -0.00004            -0.00071
 25.1182            -0.00004            -0.00069
 25.1800            -0.00004            -0.00061
 25.2419            -0.00004            -0.00050
 25.3038            -0.00004            -0.00036
 25.3656            -0.00004            -0.00021
 25.4275            -0.00004            -0.00007
 25.4894            -0.00003             0.00005
 25.5512            -0.00003             0.00011
 25.6131            -0.00002             0.00012
 25.6750            -0.00001             0.00008
 25.7368             0.00000             0.00001
 25.7987             0.00001            -0.00006
 25.8606             0.00002            -0.00011
 25.9225             0.00003            -0.00010
 25.9843             0.00004            -0.00003
 26.0462             0.00004             0.00008
 26.1081             0.00004             0.00023
 26.1699             0.00004             0.00038
 26.2318             0.00004             0.00052
 26.2937             0.00004             0.00062
 26.3555             0.00004             0.00069
 26.4174             0.00004             0.00070
 26.4793             0.00004             0.00068
 26.5411             0.00004             0.00062
 26.6030             0.00004             0.00053
 26.6649             0.00004             0.00041
 26.7267             0.00004             0.00027
 26.7886             0.00004             0.00010
 26.8505             0.00005            -0.00008
 26.9123             0.00005            -0.00026
 26.9742             0.00006            -0.00043
 27.0361             0.00007            -0.00056
 27.0979             0.00009            -0.00065
 27.1598             0.00010            -0.00068
 27.2217             0.00011            -0.00064
 27.2835             0.00011            -0.00053
 27.3454             0.00011            -0.00039
 27.4073             0.00010            -0.00022
 27.4691             0.00009            -0.00007
 27.5310             0.00007             0.00004
 27.5929             0.00005             0.00010
 27.6547             0.00003             0.00010
 27.7166             0.00000             0.00008
 27.7785            -0.00002             0.00006
 27.8403            -0.00005             0.00006
 27.9022            -0.00006             0.00012
 27.9641            -0.00008             0.00022
 28.0259            -0.00009             0.00036
 28.0878            -0.00010             0.00049
 28.1497            -0.00009             0.00059
 28.2115            -0.00009             0.00064
 28.2734            -0.00008             0.00062
 28.3353            -0.00007             0.00055
 28.3971            -0.00006             0.00043
 28.4590            -0.00005             0.00028
 28.5209            -0.00004             0.00011
 28.5827            -0.00004            -0.00006
 28.6446            -0.00004            -0.00023
 28.7065            -0.00004            -0.00039
 28.7684            -0.00004            -0.00052
 28.8302            -0.00005            -0.00064
 28.8921            -0.00005            -0.00072
 28.9540            -0.00005            -0.00077
 29.0158            -0.00005            -0.00077
 29.0777            -0.00006            -0.00072
 29.1396            -0.00006            -0.00063
 29.2014            -0.00006            -0.00049
 29.2633            -0.00006            -0.00033
 29.3252            -0.00006            -0.00016
 29.3870            -0.00006            -0.00001
 29.4489            -0.00005             0.00010
 29.5108            -0.00005             0.00015
 29.5726            -0.00004             0.00014
 29.6345            -0.00002             0.00009
 29.6964            -0.00001             0.00002
 29.7582             0.00000            -0.00004
 29.8201             0.00001            -0.00007
 29.8820             0.00002            -0.00004
 29.9438             0.00003             0.00004
 30.0057             0.00003             0.00016
 30.0676             0.00003             0.00029
 30.1294             0.00004             0.00042
 30.1913             0.00004             0.00053
 30.2532             0.00004             0.00060
 30.3150             0.00004             0.00063
 30.3769             0.00004             0.00063
 30.4388             0.00004             0.00060
 30.5006             0.00005             0.00054
 30.5625             0.00005             0.00045
 30.6244             0.00005             0.00033
 30.6862             0.00006             0.00019
 30.7481             0.00006             0.00002
 30.8100             0.00007            -0.00016
 30.8718             0.00007            -0.00034
 30.9337             0.00008            -0.00050
 30.9956             0.00009            -0.00063
 31.0574             0.00010            -0.00069
 31.1193             0.00011            -0.00068
 31.1812             0.00011            -0.00061
 31.2430             0.00011            -0.00047
 31.3049             0.00010            -0.00029
 31.3668             0.00009            -0.00009
 31.4287             0.00008             0.00008
 31.4905             0.00006             0.00020
 31.5524             0.00004             0.00026
 31.6143             0.00001             0.00026
 31.6761            -0.00001             0.00021
 31.7380            -0.00003             0.00016
 31.7999            -0.00005             0.00013
 31.8617            -0.00007             0.00016
 31.9236            -0.00008             0.00024
 31.9855            -0.00009             0.00035
 32.0473            -0.00009             0.00045
 32.1092            -0.00009             0.00053
 32.1711            -0.00008             0.00054
 32.2329            -0.00007             0.00050
 32.2948            -0.00006             0.00040
 32.3567            -0.00005             0.00028
 32.4185            -0.00005             0.00013
 32.4804            -0.00005            -0.00002
 32.5423            -0.00005            -0.00016
 32.6041            -0.00005            -0.00031
 32.6660            -0.00006            -0.00044
 32.7279            -0.00006            -0.00056
 32.7897            -0.00007            -0.00066
 32.8516            -0.00007            -0.00073
 32.9135            -0.00007            -0.00077
 32.9753            -0.00008            -0.00075
 33.0372            -0.00008            -0.00070
 33.0991            -0.00008            -0.00059
 33.1609            -0.00008            -0.00045
 33.2228            -0.00008            -0.00029
 33.2847            -0.00008            -0.00013
 33.3465            -0.00007             0.00001
 33.4084            -0.00006             0.00011
 33.4703            -0.00005             0.00016
 33.5321            -0.00004             0.00016
 33.5940            -0.00003             0.00011
 33.6559            -0.00001             0.00005
 33.7177             0.00000            -0.00000
 33.7796             0.00001            -0.00002
 33.8415             0.00002             0.00002
 33.9033             0.00003             0.00010
 33.9652             0.00003             0.00021
 34.0271             0.00003             0.00032
 34.0890             0.00003             0.00042
 34.1508             0.00003             0.00050
 34.2127             0.00002             0.00054
 34.2746             0.00002             0.00056
 34.3364             0.00002             0.00056
 34.3983             0.00002             0.00054
 34.4602             0.00002             0.00049
 34.5220             0.00003             0.00040
 34.5839             0.00003             0.00029
 34.6458             0.00004             0.00015
 34.7076             0.00004            -0.00002
 34.7695             0.00005            -0.00020
 34.8314             0.00006            -0.00038
 34.8932             0.00007            -0.00054
 34.9551             0.00008            -0.00066
 35.0170             0.00008            -0.00073
 35.0788             0.00009            -0.00073
 35.1407             0.00009            -0.00067
 35.2026             0.00009            -0.00054
 35.2644             0.00009            -0.00037
 35.3263             0.00008            -0.00017
 35.3882             0.00006             0.00003
 35.4500             0.00005             0.00019
 35.5119             0.00003             0.00029
 35.5738             0.00001             0.00033
 35.6356            -0.00001             0.00030
 35.6975            -0.00003             0.00026
 35.7594            -0.00005             0.00023
 35.8212            -0.00006             0.00023
 35.8831            -0.00007             0.00028
 35.9450            -0.00008             0.00037
 36.0068            -0.00008             0.00045
 36.0687            -0.00007             0.00051
 36.1306            -0.00006             0.00051
 36.1924            -0.00005             0.00047
 36.2543            -0.00004             0.00038
 36.3162            -0.00003             0.00027
 36.3780            -0.00002             0.00014
 36.4399            -0.00002             0.00000
 36.5018            -0.00003            -0.00014
 36.5636            -0.00003            -0.00027
 36.6255            -0.00004            -0.00040
 36.6874            -0.00005            -0.00051
 36.7492            -0.00006            -0.00060
 36.8111            -0.00007            -0.00066
 36.8730            -0.00007            -0.00069
 36.9349            -0.00007            -0.00068
 36.9967            -0.00007            -0.00063
 37.0586            -0.00007            -0.00055
 37.1205            -0.00007            -0.00043
 37.1823            -0.00007            -0.00030
 37.2442            -0.00007            -0.00017
 37.3061            -0.00006            -0.00005
 37.3679            -0.00005             0.00004
 37.4298            -0.00004             0.00008
 37.4917            -0.00002             0.00009
 37.5535            -0.00001             0.00006
 37.6154             0.00001             0.00002
 37.6773             0.00002            -0.00001
 37.7391             0.00004            -0.00001
 37.8010             0.00005             0.00003
 37.8629             0.00005             0.00011
 37.9247             0.00006             0.00021
 37.9866             0.00006             0.00033
 38.0485             0.00006             0.00043
 38.1103             0.00006             0.00051
 38.1722             0.00005             0.00057
 38.2341             0.00005             0.00060
 38.2959             0.00005             0.00061
 38.3578             0.00005             0.00060
 38.4197             0.00005             0.00056
 38.4815             0.00005             0.00049
 38.5434             0.00005             0.00038
 38.6053             0.00005             0.00025
 38.6671             0.00005             0.00009
 38.7290             0.00005            -0.00008
 38.7909             0.00005            -0.00024
 38.8527             0.00006            -0.00040
 38.9146             0.00006            -0.00052
 38.9765             0.00007            -0.00061
 39.0383             0.00007            -0.00065
 39.1002             0.00008            -0.00064
 39.1621             0.00008            -0.00056
 39.2239             0.00007            -0.00043
 39.2858             0.00007            -0.00027
 39.3477             0.00006            -0.00011
 39.4095             0.00004             0.00002
 39.4714             0.00002             0.00010
 39.5333             0.00001             0.00012
 39.5952            -0.00002             0.00009
 39.6570            -0.00004             0.00006
 39.7189            -0.00005             0.00004
 39.7808            -0.00007             0.00008
 39.8426            -0.00008             0.00016
 39.9045            -0.00009             0.00027
 39.9664            -0.00009             0.00039
 40.0282            -0.00008             0.00049
 40.0901            -0.00008             0.00054
 40.1520            -0.00007             0.00054
 40.2138            -0.00006             0.00048
 40.2757            -0.00005             0.00039
 40.3376            -0.00004             0.00026
 40.3994            -0.00003             0.00012
 40.4613            -0.00003            -0.00002
 40.5232            -0.00003            -0.00017
 40.5850            -0.00004            -0.00030
 40.6469            -0.00004            -0.00041
 40.7088            -0.00005            -0.00051
 40.7706            -0.00005            -0.00057
 40.8325            -0.00005            -0.00061
 40.8944            -0.00005            -0.00061
 40.9562            -0.00005            -0.00058
 41.0181            -0.00004            -0.00051
 41.0800            -0.00004            -0.00042
 41.1418            -0.00004            -0.00031
 41.2037            -0.00004            -0.00019
 41.2656            -0.00003            -0.00009
 41.3274            -0.00002            -0.00000
 41.3893            -0.00001             0.00004
 41.4512             0.00000             0.00005
 41.5130             0.00002             0.00002
 41.5749             0.00003            -0.00002
 41.6368             0.00004            -0.00005
 41.6986             0.00006            -0.00004
 41.7605             0.00007            -0.00000
 41.8224             0.00008             0.00008
 41.8842             0.00008             0.00019
 41.9461             0.00009             0.00031
 42.0080             0.00008             0.00043
 42.0698             0.00008             0.00053
 42.1317             0.00008             0.00060
 42.1936             0.00008             0.00065
 42.2555             0.00007             0.00068
 42.3173             0.00007             0.00067
 42.3792             0.00007             0.00063
 42.4411             0.00006             0.00056
 42.5029             0.00006             0.00045
 42.5648             0.00005             0.00032
 42.6267             0.00005             0.00017
 42.6885             0.00004             0.00002
 42.7504             0.00004            -0.00014
 42.8123             0.00004            -0.00029
 42.8741             0.00005            -0.00042
 42.9360             0.00005            -0.00052
 42.9979             0.00006            -0.00058
 43.0597             0.00006            -0.00059
 43.1216             0.00007            -0.00053
 43.1835             0.00007            -0.00043
 43.2453             0.00006            -0.00030
 43.3072             0.00005            -0.00018
 43.3691             0.00004            -0.00010
 43.4309             0.00002            -0.00007
 43.4928             0.00000            -0.00010
 43.5547            -0.00002            -0.00015
 43.6165            -0.00004            -0.00019
 43.6784            -0.00006            -0.00018
 43.7403            -0.00007            -0.00011
 43.8021            -0.00009             0.00002
 43.8640            -0.00010             0.00019
 43.9259            -0.00010             0.00037
 43.9877            -0.00010             0.00052
 44.0496            -0.00010             0.00062
 44.1115            -0.00009             0.00065
 44.1733            -0.00008             0.00062
 44.2352            -0.00007             0.00052
 44.2971            -0.00006             0.00038
 44.3589            -0.00005             0.00023
 44.4208            -0.00005             0.00006
 44.4827            -0.00005            -0.00010
 44.5445            -0.00005            -0.00024
 44.6064            -0.00005            -0.00037
 44.6683            -0.00005            -0.00048
 44.7301            -0.00004            -0.00056
 44.7920            -0.00004            -0.00060
 44.8539            -0.00003            -0.00061
 44.9157            -0.00003            -0.00059
 44.9776            -0.00003            -0.00052
 45.0395            -0.00002            -0.00042
 45.1014            -0.00002            -0.00030
 45.1632            -0.00002            -0.00018
 45.2251            -0.00002            -0.00008
 45.2870            -0.00002            -0.00001
 45.3488            -0.00001             0.00002
 45.4107             0.00000             0.00000
 45.4726             0.00002            -0.00004
 45.5344             0.00003            -0.00009
 45.5963             0.00004            -0.00012
 45.6582             0.00005            -0.00010
 45.7200             0.00006            -0.00005
 45.7819             0.00007             0.00005
 45.8438             0.00007             0.00018
 45.9056             0.00008             0.00031
 45.9675             0.00008             0.00044
 46.0294             0.00007             0.00055
 46.0912             0.00007             0.00063
 46.1531             0.00007             0.00068
 46.2150             0.00007             0.00071
 46.2768             0.00007             0.00070
 46.3387             0.00007             0.00066
 46.4006             0.00008             0.00058
 46.4624             0.00008             0.00047
 46.5243             0.00008             0.00033
 46.5862             0.00008             0.00017
 46.6480             0.00008             0.00000
 46.7099             0.00008            -0.00017
 46.7718             0.00008            -0.00032
 46.8336             0.00008            -0.00045
 46.8955             0.00008            -0.00055
 46.9574             0.00008            -0.00060
 47.0192             0.00009            -0.00058
 47.0811             0.00009            -0.00050
 47.1430             0.00008            -0.00036
 47.2048             0.00008            -0.00019
 47.2667             0.00006            -0.00003
 47.3286             0.00005             0.00008
 47.3904             0.00002             0.00011
 47.4523             0.00000             0.00008
 47.5142            -0.00002            -0.00001
 47.5760            -0.00005            -0.00010
 47.6379            -0.00007            -0.00016
 47.6998            -0.00009            -0.00014
 47.7617            -0.00010            -0.00006
 47.8235            -0.00012             0.00009
 47.8854            -0.00012             0.00026
 47.9473            -0.00012             0.00042
 48.0091            -0.00011             0.00053
 48.0710            -0.00010             0.00057
 48.1329            -0.00009             0.00053
 48.1947            -0.00007             0.00043
 48.2566            -0.00007             0.00029
 48.3185            -0.00006             0.00012
 48.3803            -0.00006            -0.00004
 48.4422            -0.00007            -0.00019
 48.5041            -0.00007            -0.00033
 48.5659            -0.00008            -0.00046
 48.6278            -0.00008            -0.00056
 48.6897            -0.00008            -0.00065
 48.7515            -0.00007            -0.00069
 48.8134            -0.00006            -0.00069
 48.8753            -0.00006            -0.00063
 48.9371            -0.00005            -0.00052
 48.9990            -0.00005            -0.00036
 49.0609            -0.00004            -0.00019
 49.1227            -0.00004            -0.00004
 49.1846            -0.00004             0.00007
 49.2465            -0.00003             0.00011
 49.3083            -0.00002             0.00010
 49.3702            -0.00001             0.00003
 49.4321             0.00000            -0.00005
 49.4939             0.00002            -0.00013
 49.5558             0.00003            -0.00016
 49.6177             0.00004            -0.00014
 49.6795             0.00005            -0.00006
 49.7414             0.00006             0.00007
 49.8033             0.00007             0.00021
 49.8651             0.00007             0.00034
 49.9270             0.00007             0.00046
 49.9889             0.00007             0.00054
 50.0507             0.00007             0.00060
 50.1126             0.00007             0.00063
 50.1745             0.00006             0.00064
 50.2363             0.00006             0.00063
 50.2982             0.00007             0.00058
 50.3601             0.00007             0.00051
 50.4220             0.00008             0.00040
 50.4838             0.00008             0.00026
 50.5457             0.00009             0.00011
