#Distance(A)    Macroscopic-Average    Planar-Average
  9.8968            -0.00024            -0.00131
  9.9594            -0.00023            -0.00081
 10.0221            -0.00022            -0.00032
 10.0847            -0.00021             0.00008
 10.1473            -0.00020             0.00033
 10.2100            -0.00018             0.00040
 10.2726            -0.00016             0.00033
 10.3352            -0.00015             0.00019
 10.3979            -0.00013             0.00005
 10.4605            -0.00012             0.00001
 10.5232            -0.00012             0.00009
 10.5858            -0.00012             0.00028
 10.6484            -0.00013             0.00055
 10.7111            -0.00013             0.00082
 10.7737            -0.00014             0.00106
 10.8363            -0.00015             0.00121
 10.8990            -0.00015             0.00130
 10.9616            -0.00014             0.00131
 11.0243            -0.00012             0.00127
 11.0869            -0.00010             0.00117
 11.1495            -0.00007             0.00102
 11.2122            -0.00003             0.00080
 11.2748             0.00001             0.00050
 11.3374             0.00006             0.00012
 11.4001             0.00010            -0.00033
 11.4627             0.00015            -0.00083
 11.5254             0.00019            -0.00135
 11.5880             0.00023            -0.00183
 11.6506             0.00027            -0.00220
 11.7133             0.00030            -0.00242
 11.7759             0.00033            -0.00242
 11.8385             0.00035            -0.00218
 11.9012             0.00035            -0.00172
 11.9638             0.00035            -0.00108
 12.0265             0.00033            -0.00033
 12.0891             0.00030             0.00043
 12.1517             0.00027             0.00110
 12.2144             0.00022             0.00159
 12.2770             0.00017             0.00184
 12.3397             0.00012             0.00186
 12.4023             0.00008             0.00173
 12.4649             0.00003             0.00155
 12.5276             0.00000             0.00143
 12.5902            -0.00002             0.00142
 12.6528            -0.00002             0.00150
 12.7155            -0.00001             0.00162
 12.7781             0.00001             0.00168
 12.8408             0.00004             0.00162
 12.9034             0.00008             0.00143
 12.9660             0.00012             0.00112
 13.0287             0.00015             0.00075
 13.0913             0.00017             0.00036
 13.1539             0.00016            -0.00003
 13.2166             0.00014            -0.00041
 13.2792             0.00011            -0.00079
 13.3419             0.00006            -0.00114
 13.4045             0.00000            -0.00146
 13.4671            -0.00005            -0.00173
 13.5298            -0.00010            -0.00192
 13.5924            -0.00013            -0.00201
 13.6550            -0.00016            -0.00199
 13.7177            -0.00018            -0.00186
 13.7803            -0.00020            -0.00163
 13.8430            -0.00021            -0.00131
 13.9056            -0.00021            -0.00092
 13.9682            -0.00021            -0.00050
 14.0309            -0.00020            -0.00011
 14.0935            -0.00017             0.00021
 14.1561            -0.00014             0.00040
 14.2188            -0.00011             0.00045
 14.2814            -0.00007             0.00037
 14.3441            -0.00003             0.00022
 14.4067            -0.00000             0.00006
 14.4693             0.00003            -0.00003
 14.5320             0.00005             0.00001
 14.5946             0.00007             0.00019
 14.6573             0.00009             0.00047
 14.7199             0.00010             0.00080
 14.7825             0.00011             0.00110
 14.8452             0.00012             0.00135
 14.9078             0.00015             0.00150
 14.9704             0.00017             0.00157
 15.0331             0.00021             0.00156
 15.0957             0.00025             0.00148
 15.1584             0.00030             0.00133
 15.2210             0.00035             0.00111
 15.2836             0.00040             0.00082
 15.3463             0.00044             0.00044
 15.4089             0.00048             0.00000
 15.4715             0.00051            -0.00047
 15.5342             0.00054            -0.00092
 15.5968             0.00057            -0.00130
 15.6595             0.00059            -0.00155
 15.7221             0.00060            -0.00162
 15.7847             0.00060            -0.00148
 15.8474             0.00058            -0.00114
 15.9100             0.00054            -0.00062
 15.9726             0.00049             0.00002
 16.0353             0.00043             0.00070
 16.0979             0.00035             0.00132
 16.1606             0.00028             0.00178
 16.2232             0.00020             0.00201
 16.2858             0.00011             0.00200
 16.3485             0.00003             0.00179
 16.4111            -0.00005             0.00149
 16.4737            -0.00011             0.00121
 16.5364            -0.00017             0.00101
 16.5990            -0.00021             0.00090
 16.6617            -0.00023             0.00085
 16.7243            -0.00024             0.00078
 16.7869            -0.00024             0.00065
 16.8496            -0.00023             0.00043
 16.9122            -0.00021             0.00014
 16.9749            -0.00020            -0.00017
 17.0375            -0.00020            -0.00048
 17.1001            -0.00020            -0.00078
 17.1628            -0.00023            -0.00108
 17.2254            -0.00027            -0.00136
 17.2880            -0.00031            -0.00163
 17.3507            -0.00036            -0.00188
 17.4133            -0.00041            -0.00209
 17.4760            -0.00044            -0.00222
 17.5386            -0.00047            -0.00228
 17.6012            -0.00048            -0.00224
 17.6639            -0.00048            -0.00209
 17.7265            -0.00048            -0.00184
 17.7891            -0.00047            -0.00151
 17.8518            -0.00045            -0.00110
 17.9144            -0.00042            -0.00066
 17.9771            -0.00039            -0.00023
 18.0397            -0.00034             0.00014
 18.1023            -0.00030             0.00041
 18.1650            -0.00025             0.00054
 18.2276            -0.00020             0.00055
 18.2902            -0.00015             0.00047
 18.3529            -0.00010             0.00035
 18.4155            -0.00007             0.00028
 18.4782            -0.00003             0.00029
 18.5408            -0.00001             0.00041
 18.6034             0.00001             0.00060
 18.6661             0.00003             0.00082
 18.7287             0.00005             0.00103
 18.7913             0.00007             0.00118
 18.8540             0.00009             0.00127
 18.9166             0.00012             0.00130
 18.9793             0.00015             0.00128
 19.0419             0.00019             0.00120
 19.1045             0.00023             0.00107
 19.1672             0.00027             0.00086
 19.2298             0.00030             0.00059
 19.2924             0.00033             0.00024
 19.3551             0.00036            -0.00017
 19.4177             0.00038            -0.00061
 19.4804             0.00040            -0.00102
 19.5430             0.00042            -0.00137
 19.6056             0.00044            -0.00160
 19.6683             0.00045            -0.00167
 19.7309             0.00046            -0.00155
 19.7936             0.00045            -0.00124
 19.8562             0.00043            -0.00076
 19.9188             0.00040            -0.00017
 19.9815             0.00035             0.00046
 20.0441             0.00030             0.00103
 20.1067             0.00024             0.00147
 20.1694             0.00017             0.00169
 20.2320             0.00010             0.00170
 20.2947             0.00002             0.00154
 20.3573            -0.00005             0.00130
 20.4199            -0.00011             0.00110
 20.4826            -0.00016             0.00099
 20.5452            -0.00019             0.00098
 20.6078            -0.00022             0.00102
 20.6705            -0.00022             0.00103
 20.7331            -0.00022             0.00096
 20.7958            -0.00021             0.00078
 20.8584            -0.00019             0.00051
 20.9210            -0.00018             0.00018
 20.9837            -0.00017            -0.00016
 21.0463            -0.00017            -0.00051
 21.1089            -0.00019            -0.00086
 21.1716            -0.00022            -0.00119
 21.2342            -0.00026            -0.00151
 21.2969            -0.00030            -0.00180
 21.3595            -0.00034            -0.00203
 21.4221            -0.00038            -0.00220
 21.4848            -0.00040            -0.00227
 21.5474            -0.00041            -0.00225
 21.6100            -0.00041            -0.00211
 21.6727            -0.00041            -0.00187
 21.7353            -0.00040            -0.00154
 21.7980            -0.00038            -0.00114
 21.8606            -0.00036            -0.00070
 21.9232            -0.00033            -0.00027
 21.9859            -0.00029             0.00010
 22.0485            -0.00024             0.00036
 22.1112            -0.00019             0.00049
 22.1738            -0.00014             0.00048
 22.2364            -0.00009             0.00039
 22.2991            -0.00004             0.00027
 22.3617            -0.00000             0.00019
 22.4243             0.00004             0.00021
 22.4870             0.00007             0.00035
 22.5496             0.00009             0.00058
 22.6123             0.00011             0.00086
 22.6749             0.00012             0.00113
 22.7375             0.00014             0.00135
 22.8002             0.00015             0.00150
 22.8628             0.00017             0.00157
 22.9254             0.00019             0.00157
 22.9881             0.00022             0.00150
 23.0507             0.00024             0.00136
 23.1134             0.00026             0.00114
 23.1760             0.00028             0.00085
 23.2386             0.00029             0.00048
 23.3013             0.00030             0.00006
 23.3639             0.00031            -0.00039
 23.4265             0.00032            -0.00084
 23.4892             0.00033            -0.00123
 23.5518             0.00035            -0.00151
 23.6145             0.00037            -0.00166
 23.6771             0.00037            -0.00162
 23.7397             0.00037            -0.00140
 23.8024             0.00036            -0.00101
 23.8650             0.00033            -0.00050
 23.9276             0.00030             0.00005
 23.9903             0.00025             0.00054
 24.0529             0.00019             0.00089
 24.1156             0.00012             0.00104
 24.1782             0.00006             0.00101
 24.2408            -0.00001             0.00085
 24.3035            -0.00008             0.00066
 24.3661            -0.00014             0.00055
 24.4288            -0.00019             0.00057
 24.4914            -0.00023             0.00071
 24.5540            -0.00025             0.00091
 24.6167            -0.00026             0.00108
 24.6793            -0.00025             0.00116
 24.7419            -0.00024             0.00110
 24.8046            -0.00022             0.00092
 24.8672            -0.00020             0.00064
 24.9299            -0.00018             0.00031
 24.9925            -0.00018            -0.00004
 25.0551            -0.00018            -0.00041
 25.1178            -0.00020            -0.00078
 25.1804            -0.00023            -0.00114
 25.2430            -0.00026            -0.00146
 25.3057            -0.00028            -0.00173
 25.3683            -0.00030            -0.00193
 25.4310            -0.00032            -0.00204
 25.4936            -0.00032            -0.00205
 25.5562            -0.00032            -0.00196
 25.6189            -0.00032            -0.00177
 25.6815            -0.00031            -0.00148
 25.7441            -0.00029            -0.00113
 25.8068            -0.00027            -0.00074
 25.8694            -0.00025            -0.00035
 25.9321            -0.00022            -0.00001
 25.9947            -0.00018             0.00023
 26.0573            -0.00013             0.00034
 26.1200            -0.00009             0.00031
 26.1826            -0.00004             0.00020
 26.2452             0.00001             0.00006
 26.3079             0.00005            -0.00004
 26.3705             0.00009            -0.00002
 26.4332             0.00012             0.00013
 26.4958             0.00014             0.00040
 26.5584             0.00016             0.00073
 26.6211             0.00018             0.00107
 26.6837             0.00019             0.00137
 26.7464             0.00020             0.00159
 26.8090             0.00022             0.00172
 26.8716             0.00023             0.00176
 26.9343             0.00025             0.00172
 26.9969             0.00026             0.00160
 27.0595             0.00027             0.00140
 27.1222             0.00027             0.00112
 27.1848             0.00027             0.00078
 27.2475             0.00027             0.00038
 27.3101             0.00027            -0.00005
 27.3727             0.00028            -0.00049
 27.4354             0.00029            -0.00088
 27.4980             0.00031            -0.00120
 27.5606             0.00033            -0.00140
 27.6233             0.00034            -0.00145
 27.6859             0.00035            -0.00133
 27.7486             0.00034            -0.00106
 27.8112             0.00032            -0.00067
 27.8738             0.00029            -0.00023
 27.9365             0.00025             0.00016
 27.9991             0.00019             0.00043
 28.0617             0.00013             0.00052
 28.1244             0.00006             0.00045
 28.1870            -0.00001             0.00029
 28.2497            -0.00008             0.00014
 28.3123            -0.00015             0.00008
 28.3749            -0.00020             0.00018
 28.4376            -0.00025             0.00042
 28.5002            -0.00027             0.00073
 28.5628            -0.00029             0.00102
 28.6255            -0.00029             0.00121
 28.6881            -0.00028             0.00126
 28.7508            -0.00027             0.00116
 28.8134            -0.00025             0.00094
 28.8760            -0.00023             0.00063
 28.9387            -0.00022             0.00027
 29.0013            -0.00022            -0.00011
 29.0640            -0.00023            -0.00050
 29.1266            -0.00024            -0.00088
 29.1892            -0.00026            -0.00122
 29.2519            -0.00027            -0.00151
 29.3145            -0.00028            -0.00173
 29.3771            -0.00029            -0.00187
 29.4398            -0.00029            -0.00191
 29.5024            -0.00029            -0.00186
 29.5651            -0.00028            -0.00171
 29.6277            -0.00027            -0.00147
 29.6903            -0.00026            -0.00116
 29.7530            -0.00025            -0.00080
 29.8156            -0.00023            -0.00043
 29.8782            -0.00021            -0.00011
 29.9409            -0.00017             0.00012
 30.0035            -0.00014             0.00022
 30.0662            -0.00009             0.00018
 30.1288            -0.00005             0.00005
 30.1914            -0.00000            -0.00011
 30.2541             0.00004            -0.00022
 30.3167             0.00008            -0.00022
 30.3793             0.00012            -0.00009
 30.4420             0.00015             0.00018
 30.5046             0.00017             0.00052
 30.5673             0.00019             0.00089
 30.6299             0.00020             0.00124
 30.6925             0.00022             0.00151
 30.7552             0.00023             0.00170
 30.8178             0.00024             0.00179
 30.8804             0.00025             0.00179
 30.9431             0.00026             0.00170
 31.0057             0.00026             0.00153
 31.0684             0.00025             0.00129
 31.1310             0.00025             0.00098
 31.1936             0.00024             0.00062
 31.2563             0.00024             0.00022
 31.3189             0.00024            -0.00019
 31.3815             0.00026            -0.00057
 31.4442             0.00028            -0.00090
 31.5068             0.00030            -0.00113
 31.5695             0.00032            -0.00125
 31.6321             0.00034            -0.00122
 31.6947             0.00034            -0.00104
 31.7574             0.00033            -0.00075
 31.8200             0.00030            -0.00041
 31.8827             0.00027            -0.00010
 31.9453             0.00022             0.00011
 32.0079             0.00016             0.00017
 32.0706             0.00009             0.00010
 32.1332             0.00002            -0.00005
 32.1958            -0.00005            -0.00017
 32.2585            -0.00011            -0.00019
 32.3211            -0.00017            -0.00004
 32.3838            -0.00022             0.00024
 32.4464            -0.00025             0.00061
 32.5090            -0.00027             0.00096
 32.5717            -0.00028             0.00123
 32.6343            -0.00028             0.00135
 32.6969            -0.00027             0.00132
 32.7596            -0.00026             0.00115
 32.8222            -0.00024             0.00088
 32.8849            -0.00023             0.00053
 32.9475            -0.00023             0.00015
 33.0101            -0.00023            -0.00025
 33.0728            -0.00024            -0.00064
 33.1354            -0.00024            -0.00099
 33.1980            -0.00025            -0.00128
 33.2607            -0.00026            -0.00151
 33.3233            -0.00026            -0.00167
 33.3860            -0.00026            -0.00174
 33.4486            -0.00025            -0.00173
 33.5112            -0.00025            -0.00164
 33.5739            -0.00024            -0.00146
 33.6365            -0.00024            -0.00121
 33.6991            -0.00023            -0.00090
 33.7618            -0.00021            -0.00058
 33.8244            -0.00019            -0.00027
 33.8871            -0.00017            -0.00004
 33.9497            -0.00014             0.00007
 34.0123            -0.00010             0.00006
 34.0750            -0.00006            -0.00005
 34.1376            -0.00001            -0.00020
 34.2003             0.00003            -0.00031
 34.2629             0.00007            -0.00033
 34.3255             0.00011            -0.00021
 34.3882             0.00014             0.00004
 34.4508             0.00016             0.00037
 34.5134             0.00018             0.00075
 34.5761             0.00020             0.00111
 34.6387             0.00021             0.00142
 34.7014             0.00023             0.00164
 34.7640             0.00024             0.00177
 34.8266             0.00024             0.00180
 34.8893             0.00025             0.00175
 34.9519             0.00024             0.00161
 35.0145             0.00024             0.00139
 35.0772             0.00022             0.00112
 35.1398             0.00021             0.00079
 35.2025             0.00021             0.00043
 35.2651             0.00021             0.00006
 35.3277             0.00022            -0.00031
 35.3904             0.00024            -0.00064
 35.4530             0.00027            -0.00090
 35.5156             0.00029            -0.00107
 35.5783             0.00031            -0.00111
 35.6409             0.00032            -0.00102
 35.7036             0.00032            -0.00082
 35.7662             0.00030            -0.00056
 35.8288             0.00027            -0.00032
 35.8915             0.00022            -0.00016
 35.9541             0.00017            -0.00012
 36.0167             0.00010            -0.00020
 36.0794             0.00003            -0.00034
 36.1420            -0.00003            -0.00044
 36.2047            -0.00010            -0.00042
 36.2673            -0.00016            -0.00024
 36.3299            -0.00021             0.00008
 36.3926            -0.00025             0.00049
 36.4552            -0.00028             0.00089
 36.5179            -0.00029             0.00120
 36.5805            -0.00030             0.00139
 36.6431            -0.00029             0.00141
 36.7058            -0.00028             0.00128
 36.7684            -0.00027             0.00104
 36.8310            -0.00025             0.00070
 36.8937            -0.00024             0.00032
 36.9563            -0.00024            -0.00009
 37.0190            -0.00024            -0.00048
 37.0816            -0.00024            -0.00084
 37.1442            -0.00024            -0.00114
 37.2069            -0.00024            -0.00137
 37.2695            -0.00023            -0.00153
 37.3321            -0.00022            -0.00162
 37.3948            -0.00022            -0.00163
 37.4574            -0.00021            -0.00157
 37.5201            -0.00020            -0.00143
 37.5827            -0.00019            -0.00122
 37.6453            -0.00018            -0.00094
 37.7080            -0.00017            -0.00064
 37.7706            -0.00015            -0.00034
 37.8332            -0.00012            -0.00011
 37.8959            -0.00009             0.00001
 37.9585            -0.00005             0.00001
 38.0212            -0.00001            -0.00009
 38.0838             0.00004            -0.00023
 38.1464             0.00009            -0.00034
 38.2091             0.00013            -0.00035
 38.2717             0.00017            -0.00024
 38.3343             0.00020             0.00000
 38.3970             0.00023             0.00034
 38.4596             0.00025             0.00074
 38.5223             0.00027             0.00112
 38.5849             0.00028             0.00146
 38.6475             0.00029             0.00172
 38.7102             0.00030             0.00188
 38.7728             0.00031             0.00195
 38.8355             0.00031             0.00192
 38.8981             0.00030             0.00180
 38.9607             0.00029             0.00160
 39.0234             0.00027             0.00134
 39.0860             0.00026             0.00102
 39.1486             0.00025             0.00067
 39.2113             0.00025             0.00031
 39.2739             0.00025            -0.00006
 39.3366             0.00027            -0.00040
 39.3992             0.00029            -0.00069
 39.4618             0.00032            -0.00091
 39.5245             0.00033            -0.00102
 39.5871             0.00034            -0.00100
 39.6497             0.00034            -0.00087
 39.7124             0.00032            -0.00067
 39.7750             0.00028            -0.00046
 39.8377             0.00023            -0.00033
 39.9003             0.00017            -0.00030
 39.9629             0.00011            -0.00038
 40.0256             0.00003            -0.00051
 40.0882            -0.00004            -0.00060
 40.1508            -0.00012            -0.00058
 40.2135            -0.00018            -0.00040
 40.2761            -0.00024            -0.00008
 40.3388            -0.00029             0.00033
 40.4014            -0.00033             0.00074
 40.4640            -0.00035             0.00109
 40.5267            -0.00037             0.00130
 40.5893            -0.00037             0.00137
 40.6519            -0.00036             0.00128
 40.7146            -0.00034             0.00106
 40.7772            -0.00032             0.00074
 40.8399            -0.00031             0.00036
 40.9025            -0.00030            -0.00006
 40.9651            -0.00029            -0.00046
 41.0278            -0.00028            -0.00083
 41.0904            -0.00028            -0.00114
 41.1531            -0.00027            -0.00138
 41.2157            -0.00026            -0.00155
 41.2783            -0.00024            -0.00165
 41.3410            -0.00023            -0.00168
 41.4036            -0.00022            -0.00163
 41.4662            -0.00021            -0.00150
 41.5289            -0.00020            -0.00129
 41.5915            -0.00018            -0.00100
 41.6542            -0.00017            -0.00067
 41.7168            -0.00015            -0.00036
 41.7794            -0.00012            -0.00011
 41.8421            -0.00009             0.00003
 41.9047            -0.00005             0.00004
 41.9673            -0.00001            -0.00005
 42.0300             0.00003            -0.00019
 42.0926             0.00007            -0.00030
 42.1553             0.00011            -0.00032
 42.2179             0.00014            -0.00021
 42.2805             0.00017             0.00003
 42.3432             0.00019             0.00037
 42.4058             0.00021             0.00075
 42.4684             0.00022             0.00112
 42.5311             0.00022             0.00146
 42.5937             0.00023             0.00172
 42.6564             0.00023             0.00188
 42.7190             0.00024             0.00195
 42.7816             0.00025             0.00191
 42.8443             0.00025             0.00177
 42.9069             0.00025             0.00155
 42.9695             0.00024             0.00126
 43.0322             0.00023             0.00092
 43.0948             0.00023             0.00054
 43.1575             0.00023             0.00014
 43.2201             0.00024            -0.00026
 43.2827             0.00025            -0.00063
 43.3454             0.00027            -0.00095
 43.4080             0.00029            -0.00119
 43.4706             0.00030            -0.00131
 43.5333             0.00031            -0.00127
 43.5959             0.00030            -0.00108
 43.6586             0.00028            -0.00079
 43.7212             0.00024            -0.00046
 43.7838             0.00019            -0.00019
 43.8465             0.00013            -0.00004
 43.9091             0.00007            -0.00003
 43.9718            -0.00001            -0.00014
 44.0344            -0.00008            -0.00026
 44.0970            -0.00015            -0.00032
 44.1597            -0.00022            -0.00026
 44.2223            -0.00027            -0.00004
 44.2849            -0.00032             0.00027
 44.3476            -0.00035             0.00063
 44.4102            -0.00037             0.00095
 44.4729            -0.00038             0.00117
 44.5355            -0.00037             0.00125
 44.5981            -0.00036             0.00120
 44.6608            -0.00034             0.00101
 44.7234            -0.00032             0.00071
 44.7860            -0.00031             0.00034
 44.8487            -0.00030            -0.00007
 44.9113            -0.00030            -0.00048
 44.9740            -0.00031            -0.00086
 45.0366            -0.00031            -0.00118
 45.0992            -0.00031            -0.00143
 45.1619            -0.00031            -0.00161
 45.2245            -0.00030            -0.00172
 45.2871            -0.00029            -0.00176
 45.3498            -0.00027            -0.00172
 45.4124            -0.00025            -0.00160
 45.4751            -0.00023            -0.00140
 45.5377            -0.00021            -0.00111
 45.6003            -0.00019            -0.00078
 45.6630            -0.00016            -0.00045
 45.7256            -0.00013            -0.00018
 45.7882            -0.00009            -0.00003
 45.8509            -0.00004             0.00000
 45.9135             0.00001            -0.00008
 45.9762             0.00006            -0.00021
 46.0388             0.00011            -0.00031
 46.1014             0.00016            -0.00032
 46.1641             0.00021            -0.00019
 46.2267             0.00025             0.00007
 46.2894             0.00029             0.00042
 46.3520             0.00032             0.00081
 46.4146             0.00034             0.00121
 46.4773             0.00035             0.00156
 46.5399             0.00036             0.00185
 46.6025             0.00037             0.00204
 46.6652             0.00037             0.00214
 46.7278             0.00036             0.00213
 46.7905             0.00034             0.00202
 46.8531             0.00032             0.00182
 46.9157             0.00028             0.00154
 46.9784             0.00025             0.00122
 47.0410             0.00022             0.00087
 47.1036             0.00019             0.00051
 47.1663             0.00018             0.00015
 47.2289             0.00018            -0.00020
 47.2916             0.00019            -0.00054
 47.3542             0.00020            -0.00083
 47.4168             0.00022            -0.00103
 47.4795             0.00023            -0.00112
 47.5421             0.00023            -0.00109
 47.6047             0.00022            -0.00095
 47.6674             0.00020            -0.00080
 47.7300             0.00016            -0.00070
 47.7927             0.00011            -0.00071
 47.8553             0.00005            -0.00085
 47.9179            -0.00002            -0.00106
 47.9806            -0.00009            -0.00123
 48.0432            -0.00016            -0.00126
 48.1058            -0.00022            -0.00109
 48.1685            -0.00028            -0.00073
 48.2311            -0.00033            -0.00021
 48.2938            -0.00037             0.00036
 48.3564            -0.00040             0.00090
 48.4190            -0.00041             0.00132
 48.4817            -0.00041             0.00158
 48.5443            -0.00040             0.00164
 48.6070            -0.00038             0.00153
 48.6696            -0.00036             0.00126
 48.7322            -0.00034             0.00088
 48.7949            -0.00032             0.00045
 48.8575            -0.00031             0.00000
 48.9201            -0.00029            -0.00042
 48.9828            -0.00027            -0.00078
 49.0454            -0.00024            -0.00107
 49.1081            -0.00022            -0.00129
 49.1707            -0.00018            -0.00144
 49.2333            -0.00015            -0.00152
 49.2960            -0.00013            -0.00152
 49.3586            -0.00011            -0.00144
 49.4212            -0.00009            -0.00128
 49.4839            -0.00007            -0.00104
 49.5465            -0.00006            -0.00075
 49.6092            -0.00005            -0.00046
 49.6718            -0.00003            -0.00022
 49.7344            -0.00001            -0.00009
 49.7971             0.00002            -0.00007
 49.8597             0.00006            -0.00016
 49.9223             0.00009            -0.00030
 49.9850             0.00013            -0.00041
 50.0476             0.00018            -0.00042
 50.1103             0.00021            -0.00031
 50.1729             0.00025            -0.00007
 50.2355             0.00028             0.00027
 50.2982             0.00030             0.00067
 50.3608             0.00032             0.00108
 50.4234             0.00033             0.00146
 50.4861             0.00033             0.00178
 50.5487             0.00034             0.00200
 50.6114             0.00034             0.00211
 50.6740             0.00033             0.00212
 50.7366             0.00032             0.00202
 50.7993             0.00030             0.00183
